match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-efl-cup-brentford-vs-grimsby-town,1,90,,True,,,miss,set-piece,right-foot,0.0503,,9.2,66.9,41.8,12.5,close-right
25-26-efl-cup-brentford-vs-grimsby-town,2,90,,True,120,Schade,block,set-piece,head,0.1296,,8.2,56.1,47.8,19,low-right
25-26-efl-cup-brentford-vs-grimsby-town,3,86,,True,125,Janelt,miss,assisted,left-foot,0.0502,,20.8,40.2,55.1,61.1,high
25-26-efl-cup-brentford-vs-grimsby-town,4,80,,False,,,block,set-piece,right-foot,0.0275,,21.6,46,45.9,19,low-right
25-26-efl-cup-brentford-vs-grimsby-town,5,75,,True,106,Collins,goal,corner,head,0.093,,8.1,53,46.4,8.9,low-right
25-26-efl-cup-brentford-vs-grimsby-town,6,74,,True,120,Schade,block,assisted,right-foot,0.2105,,7.4,60.7,47.8,19,low-right
25-26-efl-cup-brentford-vs-grimsby-town,7,67,,False,,,miss,corner,head,0.1118,,6.5,55.1,43.9,20.8,close-right
25-26-efl-cup-brentford-vs-grimsby-town,8,54,,True,,,goal,penalty,right-foot,0.76,,11.5,50,53.8,15.8,low-left
25-26-efl-cup-brentford-vs-grimsby-town,9,45,,True,114,Arthur,miss,corner,head,0.1369,,7.6,52.2,65.7,22.2,left
25-26-efl-cup-brentford-vs-grimsby-town,10,43,,True,27,Nelson,goal,assisted,right-foot,0.0842,,19.1,46.6,45.6,4.4,low-right
25-26-efl-cup-brentford-vs-grimsby-town,11,42,,True,83,O.Dango,miss,assisted,head,0.0592,,8.9,43.6,58.7,6.9,close-left
25-26-efl-cup-brentford-vs-grimsby-town,12,34,,True,128,Onyeka,miss,regular,right-foot,0.0169,,24.7,31.9,43.9,79.2,high-right
25-26-efl-cup-brentford-vs-grimsby-town,13,26,,True,107,Lewis-Potter,goal,assisted,head,0.131,,7,57.3,46.2,3.2,low-right
25-26-efl-cup-brentford-vs-grimsby-town,14,22,,True,126,Jensen,goal,assisted,right-foot,0.0711,,20.1,56.9,53.9,7.6,low-left
25-26-efl-cup-brentford-vs-grimsby-town,15,19,,False,,,save,assisted,head,0.1743,,4,44.8,52.6,19.6,low-left
