id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
25,a,100.0,100.0,4.8,299,34,0,0,-2,2,0.9,220,84,19,0,1.9,303,101,0,72,0.0,700,251,0.0,4.0,0,95870,440,315540,567,0.5,0.5,0.16,0.12,0.28,2.07,0.05,0.04,0.09,0.64,25.2,453,163,33.3,376,131,39.0,328,108,9.7,426,148,,,,31,
73,a,100.0,100.0,4.1,621,37,0,0,-4,4,0.7,239,30,7,0,3.5,87,14,0,30,0.0,521,65,0.0,1.7,0,91592,249,255804,619,0.5,0.5,0.0,0.0,0.0,2.91,0.0,0.0,0.0,1.46,77.8,392,35,0.0,632,64,0.0,599,47,7.8,439,35,,,,31,
186,a,100.0,100.0,6.7,36,17,0,0,-3,3,0.8,223,71,21,4,1.6,364,172,0,47,1.3,250,120,0.2,3.1,0,54163,404,162477,236,1.8,1.8,1.32,0.38,1.7,2.48,0.34,0.1,0.44,0.64,57.8,412,190,92.9,277,170,108.0,234,133,25.7,347,173,,3.0,,31,
578,i,0.0,0.0,5.8,92,8,0,0,-2,2,1.2,183,70,37,0,2.2,262,84,1,133,0.0,768,260,0.0,6.4,1,246205,66,418456,3024,0.0,0.0,0.86,0.68,1.54,9.51,0.08,0.07,0.15,0.93,249.6,232,88,116.2,246,63,174.0,165,27,53.9,239,76,,,,31,
597,a,100.0,100.0,4.5,423,264,0,0,0,0,0.4,297,90,26,2,1.6,354,164,0,158,2.3,158,63,0.5,5.8,0,88547,4025,56811,2638,2.8,2.8,0.04,0.34,0.38,9.41,0.0,0.03,0.03,0.91,128.4,342,155,106.3,257,159,41.0,324,176,27.3,337,167,,,,31,
633,a,100.0,100.0,6.1,74,47,0,0,1,-1,2.7,119,38,80,2,3.5,94,45,8,285,7.0,17,7,1.1,13.1,1,414101,65718,117307,23982,7.5,7.5,3.98,1.09,5.07,12.6,0.27,0.07,0.34,0.86,384.8,155,58,220.2,164,112,430.0,62,41,103.5,106,64,,,,31,
638,a,,,4.5,422,263,0,0,0,0,0.0,677,276,0,0,0.0,715,289,0,0,0.0,631,239,0.0,0.0,0,2601,19,2195,25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,287,0.0,704,286,0.0,689,280,0.0,709,286,,,,31,
639,a,,,4.5,458,18,0,0,0,0,0.1,537,69,0,0,0.0,738,82,0,0,0.0,659,81,0.0,0.0,0,4211,39,4606,38,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734,82,0.0,727,79,0.0,715,71,0.0,733,82,,,,31,
756,a,,,4.0,721,64,0,0,0,0,0.0,697,74,0,0,0.0,647,75,0,0,0.0,515,63,0.0,0.0,0,1383,94,610,53,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,75,0.0,626,62,0.0,593,45,0.0,640,75,,,,31,
55,u,0.0,0.0,4.0,655,49,0,0,0,0,0.0,789,82,0,0,0.0,596,62,0,0,0.0,455,48,0.0,0.0,0,0,0,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591,62,0.0,573,47,0.0,535,30,0.0,590,62,,,,31,
