gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
23.0,2026-01-24T17:30:00+00:00,91.0,1806.9,3.0,2.0,14.0,1948.88,True,25-26-prem-afc-bournemouth-vs-liverpool,/matches/liverpool-vs-afc-bournemouth/2he69q#4813595,33.0,67.0,2.35,0.93,12.0,14.0,5.0,4.0,6.0,1.0,3.0,1.0,230.0,537.0,77.0,87.0,7.0,7.0,3.0,11.0,1.05,0.75,1.29,0.18,2.35,0.93,1.5,1.17,4.0,4.0,3.0,6.0,1.0,0.0,9.0,7.0,3.0,7.0,298.0,616.0,124.0,197.0,106.0,340.0,22.0,20.0,45.0,57.0,3.0,4.0,23.0,20.0,15.0,22.0,26.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,12.0,50,67,14.0,4.0,6.0,3.0,38.0,27.0,2.0,2.0,37.0,35.0,31.0,26.0,54.0,46.0,6.0,9.0,40.0,60.0,4.0,7.0,31.0,37.0,4813595.0,True,True,prem
23.0,2026-01-25T14:00:00+00:00,94.0,1838.74,0.0,2.0,17.0,1769.28,True,25-26-prem-brentford-vs-nottingham-forest,/matches/brentford-vs-nottingham-forest/3crchb#4813597,66.0,34.0,1.81,0.78,10.0,7.0,1.0,2.0,3.0,1.0,3.0,0.0,490.0,219.0,86.0,74.0,11.0,10.0,6.0,5.0,1.1,0.77,0.71,0.01,1.81,0.78,0.36,0.85,6.0,2.0,3.0,3.0,1.0,0.0,9.0,5.0,1.0,2.0,567.0,295.0,207.0,107.0,283.0,112.0,32.0,19.0,71.0,36.0,7.0,3.0,19.0,19.0,24.0,14.0,42.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,18.0,43,61,15.0,8.0,3.0,3.0,22.0,54.0,0.0,1.0,57.0,54.0,34.0,38.0,47.0,53.0,23.0,16.0,59.0,41.0,10.0,9.0,53.0,60.0,4813597.0,True,True,prem
23.0,2026-01-24T12:30:00+00:00,21.0,1716.78,3.0,1.0,56.0,1695.04,True,25-26-prem-west-ham-united-vs-sunderland,/matches/sunderland-vs-west-ham-united/2fbl3n#4813604,47.0,53.0,1.52,0.67,13.0,7.0,5.0,2.0,4.0,3.0,2.0,2.0,279.0,335.0,76.0,83.0,9.0,16.0,3.0,3.0,0.36,0.5,0.37,0.17,0.73,0.67,1.22,1.09,5.0,4.0,3.0,1.0,1.0,1.0,7.0,4.0,6.0,3.0,366.0,406.0,151.0,178.0,128.0,157.0,26.0,22.0,41.0,54.0,2.0,4.0,15.0,24.0,24.0,25.0,25.0,13.0,0.0,1.0,2.0,4.0,0.0,0.0,25.0,13.0,64,46,5.0,3.0,1.0,3.0,24.0,30.0,1.0,2.0,60.0,44.0,45.0,23.0,66.0,34.0,15.0,21.0,42.0,58.0,4.0,2.0,29.0,17.0,4813604.0,True,True,prem
23.0,2026-01-24T15:00:00+00:00,90.0,1699.84,2.0,2.0,6.0,1807.61,True,25-26-prem-burnley-vs-tottenham-hotspur,/matches/burnley-vs-tottenham-hotspur/2bss1j#4813598,38.0,62.0,1.44,2.05,9.0,18.0,4.0,11.0,3.0,4.0,1.0,4.0,292.0,526.0,77.0,85.0,8.0,9.0,1.0,3.0,0.75,1.61,0.68,0.44,1.44,2.05,1.89,3.32,2.0,7.0,3.0,0.0,0.0,1.0,6.0,11.0,3.0,7.0,379.0,620.0,139.0,275.0,153.0,251.0,13.0,23.0,27.0,44.0,2.0,7.0,33.0,37.0,18.0,18.0,15.0,28.0,3.0,1.0,1.0,0.0,0.0,0.0,19.0,26.0,68,62,16.0,10.0,0.0,3.0,20.0,14.0,9.0,2.0,46.0,66.0,37.0,50.0,43.0,57.0,9.0,16.0,36.0,64.0,9.0,17.0,43.0,68.0,4813598.0,True,True,prem
23.0,2026-01-24T15:00:00+00:00,54.0,1806.5,2.0,1.0,36.0,1841.15,True,25-26-prem-fulham-vs-brighton-hove-albion,/matches/fulham-vs-brighton-hove-albion/3c2rvp#4813601,49.0,51.0,1.05,1.59,12.0,13.0,4.0,5.0,2.0,4.0,1.0,4.0,417.0,432.0,83.0,84.0,10.0,6.0,6.0,6.0,0.97,1.38,0.08,0.21,1.05,1.59,1.06,0.51,5.0,4.0,3.0,4.0,0.0,0.0,5.0,10.0,7.0,3.0,502.0,517.0,257.0,265.0,160.0,167.0,26.0,15.0,46.0,30.0,2.0,8.0,11.0,31.0,24.0,14.0,19.0,28.0,1.0,3.0,1.0,1.0,0.0,0.0,11.0,16.0,73,56,7.0,12.0,4.0,3.0,41.0,23.0,3.0,2.0,33.0,45.0,21.0,32.0,40.0,60.0,12.0,13.0,48.0,52.0,4.0,7.0,36.0,58.0,4813601.0,True,True,prem
23.0,2026-01-25T14:00:00+00:00,31.0,1794.81,1.0,3.0,8.0,1896.35,True,25-26-prem-crystal-palace-vs-chelsea,/matches/chelsea-vs-crystal-palace/2rhvvj#4813599,43.0,57.0,1.77,2.2,13.0,10.0,7.0,6.0,6.0,5.0,5.0,2.0,342.0,504.0,78.0,85.0,11.0,10.0,4.0,5.0,0.74,1.41,1.03,0.0,1.77,1.41,1.9,1.69,3.0,3.0,3.0,1.0,0.0,0.0,12.0,8.0,1.0,2.0,440.0,590.0,216.0,368.0,126.0,136.0,19.0,31.0,32.0,48.0,3.0,5.0,15.0,33.0,17.0,16.0,27.0,21.0,2.0,1.0,2.0,2.0,1.0,0.0,17.0,15.0,53,67,10.0,14.0,1.0,4.0,23.0,45.0,2.0,5.0,63.0,46.0,34.0,31.0,52.0,48.0,29.0,15.0,66.0,34.0,8.0,6.0,62.0,43.0,4813599.0,True,True,prem
23.0,2026-01-26T20:00:00+00:00,11.0,1814.36,1.0,1.0,2.0,1764.09,True,25-26-prem-everton-vs-leeds-united,/matches/leeds-united-vs-everton/2fdf72#4813600,58.0,42.0,0.6,1.23,10.0,14.0,3.0,4.0,1.0,3.0,0.0,2.0,446.0,301.0,83.0,77.0,9.0,13.0,4.0,4.0,0.56,1.12,0.04,0.1,0.6,1.23,1.0,1.45,3.0,7.0,4.0,3.0,1.0,1.0,6.0,10.0,4.0,4.0,538.0,393.0,149.0,183.0,297.0,118.0,17.0,28.0,33.0,42.0,3.0,2.0,15.0,18.0,25.0,21.0,25.0,23.0,1.0,0.0,0.0,3.0,0.0,0.0,18.0,31.0,75,65,7.0,11.0,2.0,4.0,29.0,39.0,3.0,2.0,71.0,62.0,40.0,40.0,50.0,50.0,31.0,22.0,58.0,42.0,10.0,1.0,42.0,7.0,4813600.0,True,True,prem
23.0,2026-01-24T15:00:00+00:00,43.0,1953.93,2.0,0.0,39.0,1676.03,True,25-26-prem-manchester-city-vs-wolverhampton-wanderers,/matches/manchester-city-vs-wolverhampton-wanderers/2emo8d#4813602,64.0,36.0,0.86,0.61,11.0,11.0,4.0,1.0,1.0,1.0,0.0,1.0,581.0,278.0,90.0,80.0,16.0,14.0,4.0,6.0,0.79,0.33,0.07,0.27,0.86,0.61,0.96,0.07,7.0,5.0,0.0,5.0,2.0,1.0,8.0,5.0,3.0,6.0,644.0,349.0,264.0,217.0,317.0,61.0,27.0,12.0,60.0,34.0,3.0,4.0,33.0,33.0,21.0,24.0,24.0,17.0,0.0,6.0,1.0,3.0,0.0,0.0,16.0,19.0,38,68,17.0,10.0,5.0,0.0,11.0,21.0,1.0,2.0,41.0,52.0,31.0,44.0,41.0,59.0,10.0,8.0,56.0,44.0,2.0,9.0,18.0,53.0,4813602.0,True,True,prem
23.0,2026-01-25T14:00:00+00:00,4.0,1884.41,0.0,2.0,7.0,1920.99,True,25-26-prem-newcastle-united-vs-aston-villa,/matches/aston-villa-vs-newcastle-united/3h9v0m#4813603,61.0,39.0,2.18,1.16,15.0,14.0,4.0,8.0,3.0,2.0,3.0,1.0,447.0,272.0,86.0,77.0,7.0,12.0,6.0,5.0,2.08,0.44,0.09,0.72,2.18,1.16,1.31,1.8,4.0,4.0,7.0,2.0,0.0,0.0,9.0,7.0,6.0,7.0,519.0,353.0,219.0,108.0,228.0,164.0,18.0,16.0,50.0,28.0,6.0,5.0,18.0,50.0,14.0,12.0,24.0,26.0,2.0,0.0,1.0,2.0,0.0,0.0,24.0,21.0,63,62,3.0,7.0,2.0,6.0,22.0,29.0,6.0,4.0,66.0,49.0,48.0,33.0,59.0,41.0,18.0,16.0,53.0,47.0,13.0,6.0,72.0,29.0,4813603.0,True,True,prem
23.0,2026-01-25T16:30:00+00:00,3.0,2061.98,2.0,3.0,1.0,1844.18,True,25-26-prem-arsenal-vs-manchester-united,/matches/arsenal-vs-manchester-united/3c3mu0#4813596,56.0,44.0,1.19,0.71,15.0,10.0,4.0,3.0,1.0,2.0,0.0,1.0,371.0,289.0,84.0,79.0,11.0,9.0,9.0,2.0,0.42,0.71,0.78,0.0,1.19,0.71,1.9,0.44,5.0,5.0,6.0,2.0,0.0,0.0,9.0,3.0,6.0,7.0,443.0,364.0,147.0,143.0,224.0,146.0,14.0,15.0,40.0,27.0,4.0,1.0,16.0,20.0,17.0,12.0,28.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,11.0,14.0,64,64,11.0,6.0,2.0,5.0,20.0,25.0,0.0,3.0,41.0,40.0,27.0,28.0,49.0,51.0,14.0,12.0,54.0,46.0,7.0,4.0,54.0,67.0,4813596.0,True,True,prem
