player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
101,24-25-prem-afc-bournemouth-vs-brentford,90,1,0,2,0.18,0.12,0.75,1,0,0,2,59,36,2,8,0,5,4,0,11,1,2,0,1,7,1,5,2,1,0,0,0,0.0,0.0,0,0,0,0,0,4,77,0,71,83,100,0,100,0,90,1,0,0
91,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,0,0.0,0.0,0.0,0,0,0,0,48,20,0,14,0,12,0,0,9,0,1,0,0,0,0,0,0,0,0,5,1,1.02,1.02,0,20,12,0,1,0,51,0,39,0,0,0,0,0,90,1,0,0
110,24-25-prem-afc-bournemouth-vs-brentford,90,1,0,1,0.17,0.08,0.86,1,0,0,3,35,14,1,0,0,0,0,0,1,0,1,1,0,5,3,3,2,3,0,0,0,0.0,0.0,0,0,0,0,0,0,74,0,0,60,67,0,0,0,90,1,0,0
99,24-25-prem-afc-bournemouth-vs-brentford,90,0,1,3,0.12,0.32,0.59,1,1,0,2,34,10,2,2,2,0,0,0,2,0,2,0,0,4,3,2,2,1,1,0,0,0.0,0.0,0,0,0,0,0,0,56,40,0,50,67,100,0,0,90,1,0,0
89,24-25-prem-afc-bournemouth-vs-brentford,85,0,0,1,0.07,0.05,0.0,0,2,0,3,55,28,0,11,0,2,1,1,13,0,0,0,1,5,6,5,0,0,1,0,0,0.0,0.0,0,0,0,0,0,3,74,0,67,50,0,50,33,0,85,1,0,0
86,24-25-prem-afc-bournemouth-vs-brentford,72,0,0,0,0.0,0.06,0.0,0,1,0,2,30,15,2,1,0,2,1,1,2,0,2,1,1,4,3,4,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,83,0,100,80,0,100,50,0,72,1,0,0
104,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,0,0.0,0.0,0.0,0,0,0,1,46,23,0,4,0,4,0,0,3,1,13,9,1,5,3,0,5,0,1,0,0,0.0,0.0,0,0,0,0,0,0,72,0,50,0,83,0,0,0,90,1,0,0
83,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,3,0.16,0.06,0.04,1,1,0,6,72,41,1,7,0,2,0,0,7,0,1,1,0,8,4,3,5,2,2,0,0,0.0,0.0,0,0,0,0,0,0,76,0,40,50,83,50,0,0,90,2,0,0
85,24-25-prem-afc-bournemouth-vs-brentford,85,0,0,0,0.0,0.01,0.0,0,0,0,0,63,37,0,8,0,2,2,4,8,0,7,4,0,4,1,2,2,0,0,0,0,0.0,0.0,0,0,0,0,0,2,74,0,18,100,67,0,100,0,85,2,0,0
98,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,0,0.0,0.04,0.0,0,1,0,2,62,25,0,6,0,2,1,2,2,1,4,2,1,6,6,5,1,2,0,0,0,0.0,0.0,0,0,0,0,0,2,78,0,50,83,17,100,50,0,90,1,0,0
64,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,0,0.0,0.17,0.0,0,0,0,3,72,38,1,8,2,3,1,2,9,0,5,3,0,7,5,5,2,2,1,0,0,0.0,0.0,0,0,0,0,0,3,79,67,43,83,33,0,33,0,90,2,0,0
88,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,0,0.0,0.0,0.0,0,0,0,1,39,17,0,2,0,1,1,1,2,2,11,5,0,2,3,1,1,0,1,0,0,0.0,0.0,0,0,0,0,0,1,85,0,33,33,50,0,100,0,90,1,0,0
617,24-25-prem-afc-bournemouth-vs-brentford,90,0,0,4,0.43,0.1,0.18,1,0,1,10,24,14,3,1,0,0,1,0,0,0,1,1,0,3,2,2,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,88,0,0,100,33,0,100,0,90,2,0,0
60,24-25-prem-afc-bournemouth-vs-brentford,79,0,0,0,0.0,0.03,0.0,0,0,0,0,70,45,1,6,0,1,1,0,7,0,2,1,1,6,4,4,2,1,2,0,0,0.0,0.0,0,0,0,0,0,3,82,0,25,50,100,0,33,0,79,2,0,0
