id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
22,i,0.0,0.0,4.8,302,37,0,0,-2,2,0.0,599,206,1,0,1.0,505,176,0,2,0.0,716,254,0.0,0.2,0,1999,31,8043,13,0.0,0.0,0.18,0.0,0.18,0.04,2.7,0.0,2.7,0.6,0.4,541,191,0.3,510,187,9.0,429,155,1.0,520,182,,,,34,
73,n,0.0,0.0,4.1,625,35,0,0,-4,4,0.7,244,32,7,0,3.5,89,16,0,30,0.0,534,66,0.0,1.7,0,92090,63,259555,842,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,1.46,77.8,400,35,0.0,640,66,0.0,605,47,7.8,448,35,,,,34,
641,a,,,4.0,689,59,0,0,0,0,0.5,266,35,0,0,0.0,625,70,0,0,0.0,493,60,0.0,0.0,0,84194,81,54282,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,71,0.0,604,60,0.0,567,41,0.0,619,71,,,,34,
59,u,0.0,0.0,4.3,581,127,0,0,-2,2,0.1,451,158,8,0,2.7,177,51,0,31,0.0,559,227,0.0,1.9,0,12506,0,29066,48,0.0,0.0,0.0,0.01,0.01,0.28,0.0,0.01,0.01,0.3,13.2,490,178,3.2,476,169,0.0,621,246,1.7,509,177,,,,34,
60,a,100.0,100.0,4.9,252,161,0,0,-1,1,0.1,519,191,49,1,2.0,289,128,1,256,1.6,232,109,0.3,10.0,0,16291,77,12175,179,0.6,1.6,1.27,0.62,1.89,24.99,0.07,0.03,0.1,1.39,367.4,177,73,215.9,180,124,79.0,284,159,66.4,222,112,,,,34,
61,u,0.0,0.0,4.5,392,242,0,0,0,0,0.1,473,172,0,0,0.0,700,273,0,0,0.0,620,225,0.0,0.0,0,8381,0,46543,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695,271,0.0,689,270,0.0,672,263,0.0,695,271,,,,34,
66,u,0.0,0.0,5.0,217,137,0,0,0,0,0.0,742,308,0,0,0.0,779,335,0,0,0.0,744,319,0.0,0.0,0,23,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779,335,0.0,778,335,0.0,772,334,0.0,779,335,,,,34,
680,a,,,4.0,680,189,0,0,0,0,0.0,568,195,0,0,0.0,618,213,0,0,0.0,485,170,0.0,0.0,0,7197,109,4849,104,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612,213,0.0,597,211,0.0,559,201,0.0,612,213,,,,34,
615,a,100.0,100.0,3.9,761,79,0,0,-1,1,0.1,502,67,0,0,0.0,586,55,0,0,0.0,432,37,0.0,0.0,0,12317,159,10295,145,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578,56,0.0,555,38,0.0,511,17,0.0,578,56,,,,34,
177,a,100.0,100.0,6.0,80,52,0,0,-5,5,3.1,112,35,111,3,4.0,51,24,12,399,2.2,179,84,0.4,18.5,1,2479352,1083,2369747,2497,1.2,2.2,8.23,2.52,10.75,25.99,0.43,0.13,0.56,1.36,459.6,141,52,414.0,82,62,936.0,8,4,181.1,32,24,,,3.0,34,
