id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
694,a,,,4.5,441,275,0,0,0,0,0.0,711,310,0,0,0.0,684,283,0,0,0.0,628,248,0.0,0.0,0,391,51,210,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677,280,0.0,674,283,0.0,659,276,0.0,677,280,,,,22,
297,u,0.0,0.0,4.5,395,244,0,0,0,0,0.0,649,276,0,0,0.0,657,261,0,0,0.0,598,224,0.0,0.0,0,754,0,4503,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,258,0.0,645,261,0.0,629,254,0.0,650,258,,,,22,
733,a,,,4.5,474,79,0,0,0,0,0.0,696,241,0,0,0.0,712,247,0,0,0.0,658,237,0.0,0.0,0,462,462,49,49,2.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707,247,0.0,704,247,0.0,690,245,0.0,707,247,,,,22,
373,u,0.0,0.0,4.5,397,246,0,0,0,0,0.0,567,229,0,0,0.0,659,263,0,0,0.0,600,226,0.0,0.0,0,1740,0,11681,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652,260,0.0,647,263,0.0,631,256,0.0,652,260,,,,22,
706,a,,,4.0,679,208,0,0,0,0,0.0,636,220,0,0,0.0,591,213,0,0,0.0,499,185,0.0,0.0,0,1964,384,896,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,213,0.0,565,211,0.0,533,202,0.0,583,213,,,,22,
543,a,,,4.3,549,116,0,0,-2,2,0.3,318,120,35,7,2.3,216,67,2,128,3.0,91,26,0.7,8.1,0,29411,2439,26990,1325,2.5,2.5,1.04,0.67,1.71,17.17,0.1,0.06,0.16,1.58,273.2,159,59,112.0,208,52,119.0,175,34,50.4,194,57,,,,22,
544,a,,,4.8,302,198,0,0,-2,2,0.0,551,217,21,0,1.2,386,186,0,105,0.6,317,158,0.1,4.4,0,4862,58,6911,114,0.1,0.1,0.48,0.34,0.82,9.26,0.1,0.07,0.17,1.93,97.8,322,148,98.9,223,141,28.0,316,168,22.7,315,158,,,,22,
545,u,0.0,0.0,5.0,219,49,0,0,0,0,0.1,456,64,0,0,0.0,732,73,0,0,0.0,709,66,0.0,0.0,0,7594,0,33783,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730,72,0.0,729,72,0.0,723,72,0.0,730,72,,,,22,
546,u,0.0,0.0,4.5,439,72,0,0,0,0,1.2,194,31,0,0,0.0,682,61,0,0,0.0,626,52,0.0,0.0,0,86763,0,521828,2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675,57,0.0,672,57,0.0,657,57,0.0,675,57,,,,22,
547,i,0.0,0.0,4.4,537,322,0,0,-1,1,0.0,537,210,0,0,0.0,634,249,0,0,0.0,572,211,0.0,0.0,0,10604,141,10494,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627,246,0.0,621,249,0.0,604,242,0.0,627,246,,,,22,
548,a,,,5.3,148,86,0,0,-2,2,0.1,424,149,48,1,2.5,196,85,2,163,1.8,187,87,0.3,9.1,1,25455,289,24619,1440,1.3,1.3,1.1,0.54,1.64,12.26,0.16,0.08,0.24,1.81,196.6,224,95,148.6,170,113,128.0,162,102,47.2,204,106,,,,22,
549,u,0.0,0.0,4.5,411,75,0,0,0,0,0.0,683,235,0,0,0.0,665,245,0,0,0.0,606,234,0.0,0.0,0,0,0,1827,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658,245,0.0,655,245,0.0,640,243,0.0,658,245,,,,22,
550,a,100.0,100.0,6.1,71,45,0,0,-4,4,0.3,313,96,28,0,1.9,285,128,0,98,3.2,86,41,0.5,4.6,0,36222,450,103172,2068,2.7,2.7,0.77,0.33,1.1,9.96,0.13,0.06,0.19,1.66,92.2,335,155,53.9,297,178,65.0,250,140,21.0,328,162,,,1.0,22,
562,u,0.0,0.0,5.5,110,67,0,0,0,0,0.0,613,258,2,0,1.0,468,220,0,9,0.0,733,319,0.0,0.4,0,1049,0,5083,5,0.0,0.0,0.04,0.01,0.05,0.7,0.08,0.02,0.1,1.37,3.0,480,225,1.1,450,227,1.0,433,227,0.4,490,230,,,,22,
563,a,,,5.1,185,113,-1,1,-4,4,0.1,482,177,26,1,1.7,314,145,0,120,1.4,229,111,0.3,5.1,0,5768,81,15595,190,0.9,0.9,0.37,0.64,1.01,11.96,0.06,0.11,0.17,1.99,123.6,292,131,138.3,183,120,78.0,226,129,33.7,255,130,,,,22,
564,a,100.0,100.0,4.3,568,130,0,0,-2,2,0.1,471,168,28,1,1.9,270,91,0,86,2.0,168,53,0.5,6.5,0,5497,153,8929,221,1.5,1.5,0.45,0.08,0.53,23.4,0.03,0.01,0.04,1.7,234.6,193,73,8.0,414,141,80.0,217,56,32.2,263,82,,,,22,
655,a,,,5.5,118,72,0,0,0,0,0.0,577,232,8,0,0.9,483,230,0,32,0.4,358,176,0.1,1.5,0,3221,59,3376,114,-0.1,-0.1,0.15,0.1,0.25,8.04,0.06,0.04,0.1,3.08,25.8,413,191,24.1,354,194,35.0,298,161,8.3,391,190,,,,22,
664,a,,,3.9,730,246,0,0,-1,1,0.8,217,84,1,0,1.0,404,132,0,3,0.0,439,145,0.0,0.3,0,138015,6287,62644,4379,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,180,0.0,509,177,0.0,470,161,0.0,532,180,,,,22,
28,a,100.0,100.0,6.2,62,37,0,0,-3,3,0.8,223,66,40,1,2.2,240,105,2,149,2.6,123,57,0.4,6.5,0,158642,2072,440336,2874,2.6,2.1,1.26,2.73,3.99,10.61,0.12,0.27,0.39,1.04,127.6,288,130,205.6,125,87,232.0,86,56,56.3,165,91,3.0,4.0,,22,
107,i,0.0,0.0,5.9,85,24,0,0,-1,1,0.0,605,77,5,0,1.2,391,42,0,20,0.0,738,75,0.0,0.8,0,3560,24,5454,89,0.0,0.0,0.1,0.02,0.12,2.52,0.07,0.01,0.08,1.76,10.8,451,42,27.9,340,40,6.0,397,48,4.2,434,45,,,,22,
638,a,,,4.5,421,259,0,0,0,0,0.0,644,271,0,0,0.0,672,273,0,0,0.0,614,236,0.0,0.0,0,2198,48,1815,44,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,270,0.0,662,273,0.0,647,266,0.0,665,270,,,,22,
127,u,0.0,0.0,5.0,238,151,0,0,0,0,0.0,708,308,0,0,0.0,741,321,0,0,0.0,719,310,0.0,0.0,0,0,0,1147,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740,320,0.0,739,321,0.0,734,319,0.0,740,320,,,,22,
