match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-champions-league-ajax-vs-chelsea,1,83,,False,,,miss,regular,left-foot,0.1687,,8.4,53,56.5,29.2,close-left
25-26-champions-league-ajax-vs-chelsea,2,81,,False,230,Fofana,block,corner,right-foot,0.0684,,2.6,59.1,46.5,19,low-right
25-26-champions-league-ajax-vs-chelsea,3,81,,False,243,George,block,assisted,left-foot,0.0265,,19,65.4,53.8,11.1,low-left
25-26-champions-league-ajax-vs-chelsea,4,77,,False,,,save,assisted,left-foot,0.0261,0.0446,15.4,73.5,47.1,1.9,low-right
25-26-champions-league-ajax-vs-chelsea,5,76,,False,,,save,fast-break,left-foot,0.0794,0.0848,17.9,37,48,17.1,low-right
25-26-champions-league-ajax-vs-chelsea,6,74,,False,,,miss,set-piece,left-foot,0.4553,,7.3,50.3,42,9.7,close-right
25-26-champions-league-ajax-vs-chelsea,7,74,,False,,,block,free-kick,left-foot,0.0273,,32.3,39.2,50.4,19,low-centre
25-26-champions-league-ajax-vs-chelsea,8,70,,False,,,miss,assisted,left-foot,0.0739,,7.4,34.1,40.8,11.1,close-right
25-26-champions-league-ajax-vs-chelsea,9,64,,False,,,save,corner,right-foot,0.0112,0.071,11,28.5,48.8,3.2,low-centre
25-26-champions-league-ajax-vs-chelsea,10,62,,False,233,Acheampong,save,assisted,right-foot,0.0193,0.1039,21.9,63.5,49,32.3,high-centre
25-26-champions-league-ajax-vs-chelsea,11,51,,False,244,Lavia,block,assisted,right-foot,0.0384,,22.9,49.5,50.9,9.7,low-centre
25-26-champions-league-ajax-vs-chelsea,12,48,,False,243,George,goal,assisted,left-foot,0.1028,0.3013,16,47.6,49.6,3.2,low-centre
25-26-champions-league-ajax-vs-chelsea,13,45,,False,,,goal,penalty,left-foot,0.7884,0.981,11.5,50,54.5,25.3,high-left
25-26-champions-league-ajax-vs-chelsea,14,45,,False,237,Enzo,goal,penalty,right-foot,0.7884,0.8781,11.5,50,45.9,15.2,low-right
25-26-champions-league-ajax-vs-chelsea,15,37,,False,168,Buonanotte,block,assisted,left-foot,0.1251,,7.6,53.3,51.2,19,low-centre
25-26-champions-league-ajax-vs-chelsea,16,34,,False,672,Hato,block,assisted,left-foot,0.0485,,18.8,36.4,47.9,12.5,low-right
25-26-champions-league-ajax-vs-chelsea,17,33,,True,,,goal,penalty,right-foot,0.7884,0.5978,11.5,50,47.2,13.9,low-right
25-26-champions-league-ajax-vs-chelsea,18,27,,False,,,goal,assisted,right-foot,0.0306,0.1096,25.5,64.1,46.7,5.7,low-right
25-26-champions-league-ajax-vs-chelsea,19,26,,False,,,block,assisted,left-foot,0.0386,,16.3,69.9,53.8,4.2,low-left
25-26-champions-league-ajax-vs-chelsea,20,25,,False,,,miss,corner,right-foot,0.0348,,22,49.7,29.7,23.6,right
25-26-champions-league-ajax-vs-chelsea,21,24,,False,,,miss,assisted,right-foot,0.0439,,2.7,32.5,0.8,6.9,right
25-26-champions-league-ajax-vs-chelsea,22,18,,False,,,goal,set-piece,right-foot,0.4149,0.2221,7.6,52.4,50.4,8.9,low-centre
25-26-champions-league-ajax-vs-chelsea,23,13,,False,,,save,assisted,right-foot,0.2378,0.585,11.4,65.2,47.1,5.1,low-right
25-26-champions-league-ajax-vs-chelsea,24,7,,True,,,block,assisted,right-foot,0.3196,,9.4,46,47.7,5.6,low-right
25-26-champions-league-benfica-vs-newcastle-united,1,90,,False,476,Burn,save,corner,left-foot,0.0179,0.2039,24.7,52.3,45.7,5.1,low-right
25-26-champions-league-benfica-vs-newcastle-united,2,90,,False,,,save,assisted,right-foot,0.0716,0.2407,22.5,48.7,47.4,27.8,high-right
25-26-champions-league-benfica-vs-newcastle-united,3,90,,False,494,Willock,miss,corner,head,0.4636,,2.1,57,43.4,31.9,close-right
25-26-champions-league-benfica-vs-newcastle-united,4,90,,False,475,Botman,save,corner,head,0.0396,0.3103,9.7,47.7,53.2,14.6,low-left
25-26-champions-league-benfica-vs-newcastle-united,5,83,,False,487,Barnes,goal,assisted,right-foot,0.3664,0.3771,8.7,57.1,51.6,1.3,low-centre
25-26-champions-league-benfica-vs-newcastle-united,6,81,,False,485,Gordon,miss,assisted,right-foot,0.0146,,24.6,26.8,58.3,2.8,close-left
25-26-champions-league-benfica-vs-newcastle-united,7,70,,False,487,Barnes,goal,fast-break,right-foot,0.0416,0.1833,8.6,69.1,52.7,3.2,low-left
25-26-champions-league-benfica-vs-newcastle-united,8,57,,True,,,miss,assisted,right-foot,0.0305,,24.6,57.3,49.1,95.8,high
25-26-champions-league-benfica-vs-newcastle-united,9,55,,False,489,J.Murphy,save,assisted,right-foot,0.0297,0.0681,14,72.1,52.6,0.6,low-left
25-26-champions-league-benfica-vs-newcastle-united,10,52,,False,497,L.Miley,miss,corner,head,0.2669,,4.1,48.6,51.9,66.7,high
25-26-champions-league-benfica-vs-newcastle-united,11,52,,False,714,Woltemade,block,assisted,right-foot,0.0598,,14.8,44.8,49.5,19,low-centre
25-26-champions-league-benfica-vs-newcastle-united,12,52,,False,485,Gordon,block,assisted,right-foot,0.0932,,15.5,57.3,51.6,19,low-centre
25-26-champions-league-benfica-vs-newcastle-united,13,49,,True,,,block,assisted,left-foot,0.0266,,22.5,65.8,49.9,19,low-centre
25-26-champions-league-benfica-vs-newcastle-united,14,44,,True,,,block,corner,right-foot,0.0298,,19.2,61.7,54.5,22.2,high-left
25-26-champions-league-benfica-vs-newcastle-united,15,43,,True,,,save,assisted,left-foot,0.0276,0.0797,19.4,68.3,46.8,15.8,low-right
25-26-champions-league-benfica-vs-newcastle-united,16,32,,False,485,Gordon,goal,assisted,left-foot,0.5685,0.9689,6.3,46.6,52.4,14.6,low-left
25-26-champions-league-benfica-vs-newcastle-united,17,27,,False,,,save,corner,right-foot,0.2348,0.7339,3.3,45.4,53.4,1.3,low-left
25-26-champions-league-benfica-vs-newcastle-united,18,27,,False,476,Burn,block,corner,head,0.0114,,9.1,40.3,48.6,19,low-centre
25-26-champions-league-benfica-vs-newcastle-united,19,22,,False,489,J.Murphy,miss,assisted,right-foot,0.0199,,21.3,71.8,58.3,16.7,close-left
25-26-champions-league-benfica-vs-newcastle-united,20,21,,True,,,post,assisted,left-foot,0.0295,,20.9,72,55.7,29.7,left
25-26-champions-league-benfica-vs-newcastle-united,21,19,,True,,,miss,assisted,left-foot,0.0426,,6.1,30.8,56.8,13.9,close-left
25-26-champions-league-benfica-vs-newcastle-united,22,15,,True,,,save,assisted,left-foot,0.1517,0.1701,2.4,63.8,48.4,14.6,low-centre
25-26-champions-league-benfica-vs-newcastle-united,23,10,,False,489,J.Murphy,save,regular,left-foot,0.0268,0.0488,25.1,48.3,52.3,2.5,low-left
25-26-champions-league-benfica-vs-newcastle-united,24,9,,False,497,L.Miley,block,corner,left-foot,0.2657,,3.5,52.7,49.4,5.6,low-centre
25-26-champions-league-benfica-vs-newcastle-united,25,9,,False,476,Burn,save,corner,head,0.0293,0.0291,7.7,63.2,51.1,10.1,low-centre
25-26-champions-league-benfica-vs-newcastle-united,26,7,,False,485,Gordon,block,set-piece,right-foot,0.0139,,19.5,26.8,49.8,19,low-centre
25-26-champions-league-liverpool-vs-eintracht-frankfurt,1,90,,True,385,Chiesa,save,fast-break,right-foot,0.0922,0.0488,10.8,30.9,50.2,0.6,low-centre
25-26-champions-league-liverpool-vs-eintracht-frankfurt,2,90,,True,381,M.Salah,miss,fast-break,left-foot,0.1336,,18.4,55,59.3,66.7,high-left
25-26-champions-league-liverpool-vs-eintracht-frankfurt,3,90,,True,381,M.Salah,save,assisted,left-foot,0.2334,0.2374,5.1,65.8,49,3.2,low-centre
25-26-champions-league-liverpool-vs-eintracht-frankfurt,4,84,,False,,,miss,assisted,right-foot,0.0806,,13.8,37.8,41.2,12.5,close-right
25-26-champions-league-liverpool-vs-eintracht-frankfurt,5,77,,True,381,M.Salah,save,assisted,left-foot,0.0545,0.1456,8.8,33.8,47.2,0.6,low-right
25-26-champions-league-liverpool-vs-eintracht-frankfurt,6,70,,True,387,Szoboszlai,goal,assisted,right-foot,0.0274,0.1368,24.6,56.8,53.4,1.9,low-left
