id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
197,u,0.0,0.0,4.5,393,237,0,0,0,0,0.0,679,306,0,0,0.0,597,247,0,0,0.0,557,216,0.0,0.0,0,0,0,449,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591,243,0.0,586,247,0.0,566,239,0.0,593,245,,,,14,0.0
427,a,,,4.2,582,38,0,0,-3,3,0.2,387,55,0,0,0.0,554,66,0,0,0.0,495,60,0.0,0.0,0,8502,137,28070,545,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549,66,0.0,532,47,0.0,499,38,0.0,551,66,,,,14,0.0
599,a,,,4.0,633,61,0,0,0,0,0.4,292,45,0,0,0.0,508,55,0,0,0.0,441,47,0.0,0.0,0,32757,271,23255,683,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505,55,0.0,484,33,0.0,446,24,0.0,507,55,,,,14,0.0
184,a,,,4.5,453,281,0,0,0,0,0.2,378,132,6,1,1.0,403,189,0,20,0.2,372,181,0.0,1.3,0,38698,253,34343,849,0.2,1.2,0.16,0.15,0.31,2.29,0.08,0.08,0.16,1.18,30.4,363,167,9.2,366,202,19.0,305,169,5.9,376,183,,,,14,0.0
647,a,,,4.5,441,271,0,0,0,0,0.0,582,242,0,0,0.0,626,271,0,0,0.0,592,244,0.0,0.0,0,3444,109,2233,102,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620,267,0.0,616,271,0.0,598,263,0.0,622,269,,,,14,0.0
477,a,,,4.0,625,180,0,0,0,0,1.3,186,75,0,0,0.0,501,171,0,-2,0.0,433,152,0.0,0.0,0,89690,866,91355,2438,-0.5,-1.0,0.0,0.0,0.0,5.43,0.0,0.0,0.0,5.43,11.4,411,145,0.3,431,154,0.0,438,157,1.2,440,151,,,,14,0.0
510,a,,,4.0,607,50,0,0,0,0,1.4,183,25,0,0,0.0,490,45,0,0,0.0,419,36,0.0,0.0,0,46700,280,56446,1403,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,45,0.0,464,22,0.0,425,13,0.0,488,45,,,,14,0.0
532,u,0.0,0.0,4.4,478,89,0,0,-1,1,0.2,397,143,0,0,0.0,565,215,0,0,0.0,517,209,0.0,0.0,0,5376,0,48737,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,217,0.0,549,216,0.0,522,209,0.0,562,217,,,,14,0.0
576,a,,,4.8,310,205,0,0,-2,2,0.0,583,243,4,0,0.8,451,221,0,14,0.5,330,164,0.1,0.8,0,1051,23,2249,63,0.5,0.5,0.04,0.0,0.04,1.48,0.08,0.0,0.08,2.78,15.2,403,189,7.1,376,205,7.0,351,191,2.9,408,198,,,,14,0.0
2,a,100.0,100.0,6.8,32,15,0,0,-2,2,0.9,213,36,8,0,0.7,460,49,0,31,0.8,307,37,0.1,1.2,0,61515,1095,227604,2227,1.8,1.8,0.87,0.12,0.99,2.44,0.34,0.05,0.39,0.97,24.4,373,37,63.6,219,28,82.0,160,32,16.9,289,32,,,,14,0.0
3,d,75.0,75.0,6.2,66,3,0,0,2,-2,24.7,11,4,60,0,4.6,29,4,4,210,4.2,45,13,0.7,9.7,2,2825682,60087,1685256,155568,3.9,3.9,1.76,0.5,2.26,12.5,0.15,0.04,0.19,1.03,313.4,42,13,68.2,209,54,215.0,55,2,59.7,75,12,,,,14,0.0
4,a,100.0,100.0,7.9,13,5,0,0,-1,1,10.2,37,9,54,2,4.2,46,14,7,199,2.2,153,22,0.3,6.8,1,2126950,30198,2581947,41395,3.2,3.2,5.41,1.15,6.56,13.69,0.42,0.09,0.51,1.05,271.0,62,10,145.2,116,9,418.0,10,4,83.4,29,6,,,3.0,14,13.333333333333334
