id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
3,a,100.0,100.0,6.4,50,3,0,0,4,-4,29.0,9,2,83,2,4.6,27,2,7,299,3.5,73,20,0.5,13.0,2,3904575,82400,2300676,90378,3.5,4.0,2.42,0.92,3.34,16.15,0.14,0.05,0.19,0.95,412.6,43,14,132.2,177,39,251.0,67,3,79.6,84,12,,,,20,
4,a,100.0,75.0,7.8,13,5,-1,1,-2,2,8.4,42,12,74,0,4.4,38,11,10,283,3.2,90,14,0.4,9.5,1,2428001,10905,3077532,97541,3.2,2.8,7.77,1.34,9.11,15.63,0.47,0.08,0.55,0.95,372.2,64,10,220.2,102,8,559.0,15,8,115.2,23,6,,,3.0,20,
6,d,75.0,0.0,5.7,94,9,0,0,2,-2,5.4,70,25,64,0,3.8,67,15,5,235,2.8,118,33,0.5,11.2,2,1160794,14523,700568,72281,2.1,0.0,0.71,0.94,1.65,12.14,0.05,0.06,0.11,0.78,236.0,169,64,208.3,113,23,170.0,117,10,61.2,128,29,,,,20,
7,d,75.0,,4.7,326,210,0,0,-3,3,0.2,332,105,13,2,1.3,360,168,0,82,0.8,290,139,0.2,2.8,0,27285,891,43781,950,0.6,1.3,0.04,0.47,0.51,4.27,0.01,0.09,0.1,0.84,35.8,389,179,64.7,264,165,3.0,407,217,10.4,367,180,,,,20,
8,a,,,4.8,314,38,0,0,-2,2,0.2,368,130,13,0,1.6,328,113,0,39,0.0,644,239,0.0,2.7,0,24346,291,33167,1027,0.0,0.5,0.0,0.03,0.03,4.45,0.0,0.01,0.01,1.24,49.2,369,128,13.7,380,131,0.0,666,242,6.3,399,133,,,,20,
9,a,100.0,100.0,6.8,35,17,0,0,-2,2,4.6,83,27,73,1,4.1,51,21,6,236,5.0,40,17,0.7,10.7,1,1035622,22595,882568,74906,5.0,5.5,3.36,2.69,6.05,11.88,0.26,0.21,0.47,0.92,324.0,98,32,304.6,62,48,446.0,29,15,107.4,40,27,,,,20,
12,i,0.0,,4.5,422,259,0,0,0,0,0.5,255,79,23,6,1.9,274,120,1,84,2.2,148,62,0.5,5.1,0,114177,16259,82940,13626,0.0,2.7,0.3,0.41,0.71,1.59,0.12,0.16,0.28,0.62,97.0,312,143,66.8,259,161,69.0,234,132,23.3,300,152,,,,20,
13,a,100.0,100.0,8.3,11,8,-1,1,-2,2,5.9,65,18,44,1,3.4,97,46,3,205,2.0,183,84,0.2,5.3,0,828348,8833,1797931,97466,2.0,2.5,2.56,2.57,5.13,7.96,0.23,0.23,0.46,0.7,203.8,200,83,400.9,37,29,222.0,80,51,82.9,76,47,3.0,1.0,2.0,20,
15,a,100.0,100.0,5.6,98,1,0,0,1,-1,30.3,7,1,78,3,3.9,57,9,6,288,3.5,71,7,0.6,13.9,1,2512805,31532,2106567,103284,3.5,4.0,0.0,0.01,0.01,17.83,0.0,0.0,0.0,0.89,425.6,39,12,0.0,711,74,0.0,711,74,42.6,208,12,,,,20,
16,a,100.0,100.0,6.2,60,36,0,0,-3,3,2.6,118,38,52,4,2.9,143,58,6,296,4.8,45,20,0.8,8.4,0,222675,5987,614749,11463,4.8,5.3,1.28,3.2,4.48,12.84,0.08,0.21,0.29,0.84,322.4,100,34,481.9,21,17,153.0,124,83,95.2,55,35,2.0,2.0,,20,
