match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-europa-league-aston-villa-vs-basel,1,90,,False,,,save,corner,head,0.0482,0.0895,5.8,40.1,53.3,5.1,low-left
25-26-europa-league-aston-villa-vs-basel,2,90,,False,,,block,set-piece,head,0.0724,,7.3,56.6,49.1,19,low-centre
25-26-europa-league-aston-villa-vs-basel,3,88,,False,,,miss,set-piece,head,0.0629,,8.6,59.7,42.5,38.9,close-right
25-26-europa-league-aston-villa-vs-basel,4,80,,False,,,miss,assisted,head,0.09,,8.8,52.7,55,62.5,high
25-26-europa-league-aston-villa-vs-basel,5,78,,False,,,block,throw-in-set-piece,left-foot,0.0217,,22.3,66,49.3,19,low-centre
25-26-europa-league-aston-villa-vs-basel,6,64,,False,,,miss,regular,right-foot,0.0561,,23.2,57.9,46.6,91.7,high
25-26-europa-league-aston-villa-vs-basel,7,64,,False,,,block,assisted,right-foot,0.1327,,15.3,49.3,51.4,19,low-centre
25-26-europa-league-aston-villa-vs-basel,8,61,,True,456,Sancho,save,assisted,right-foot,0.0321,0.0771,14.8,35.8,49.7,10.8,low-centre
25-26-europa-league-aston-villa-vs-basel,9,59,,True,677,Guessand,miss,assisted,left-foot,0.1067,,10.3,46.2,57,84.7,high-left
25-26-europa-league-aston-villa-vs-basel,10,53,,True,48,Tielemans,goal,assisted,right-foot,0.0982,0.6213,18.4,49.9,46.1,1.9,low-right
25-26-europa-league-aston-villa-vs-basel,11,45,,True,59,Onana,save,set-piece,head,0.0423,0.2797,8.1,40,48.1,15.2,low-right
25-26-europa-league-aston-villa-vs-basel,12,34,,False,,,goal,set-piece,right-foot,0.2272,0.7652,8,48.9,46.8,15.8,low-right
25-26-europa-league-aston-villa-vs-basel,13,21,,False,,,miss,assisted,right-foot,0.0468,,18.1,38.3,57.8,13.9,close-left
25-26-europa-league-aston-villa-vs-basel,14,16,,True,37,Digne,block,assisted,right-foot,0.0883,,15.5,37.5,48.7,19,low-centre
25-26-europa-league-aston-villa-vs-basel,15,12,,True,677,Guessand,goal,corner,right-foot,0.0505,0.769,12.6,55.6,45.8,5.7,low-right
25-26-europa-league-aston-villa-vs-basel,16,10,,False,,,save,assisted,left-foot,0.0353,0.0244,23.8,59.9,48.2,0.6,low-centre
25-26-europa-league-aston-villa-vs-basel,17,8,,False,,,save,fast-break,left-foot,0.0904,0.1727,13,37.4,52.1,15.8,low-left
25-26-europa-league-aston-villa-vs-basel,18,7,,True,36,Cash,block,corner,right-foot,0.0563,,15,61.1,54.2,19,low-left
25-26-europa-league-nottingham-forest-vs-fc-utrecht,1,90,,False,,,miss,corner,right-foot,0.0966,,11.3,44.8,49.7,69.4,high
25-26-europa-league-nottingham-forest-vs-fc-utrecht,2,90,,True,516,Hudson-Odoi,save,set-piece,right-foot,0.0342,0.0906,21,51.3,47.7,13.9,low-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,3,88,,True,,,goal,regular,right-foot,0.1909,0.7108,4.9,59.7,46.5,2.5,low-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,4,88,,True,669,Ndoye,save,assisted,head,0.1276,0.3265,6.7,42.3,51.8,27.2,high-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,5,79,,False,,,block,fast-break,left-foot,0.0779,,13,38.9,51.3,20.8,high-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,6,76,,False,,,block,regular,right-foot,0.0207,,24.7,51.3,51.2,19,low-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,7,75,,True,519,Dominguez,save,set-piece,right-foot,0.0186,0.0086,24.4,39.7,49.6,13.3,low-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,8,73,,False,,,goal,set-piece,head,0.4145,0.6711,2.1,43.6,51.3,12.7,low-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,9,68,,True,519,Dominguez,save,assisted,right-foot,0.0362,0.1117,12.9,66,48.5,30.4,high-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,10,60,,True,696,Kalimuendo,post,corner,right-foot,0.1417,,2,57.9,44.3,22.8,right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,11,58,,True,517,Anderson,miss,free-kick,right-foot,0.041,,14.7,18,39.5,91.7,high-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,12,52,,True,696,Kalimuendo,goal,regular,left-foot,0.2404,0.2588,4.9,35.6,48,1.3,low-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,13,50,,True,669,Ndoye,miss,assisted,right-foot,0.2831,,4,58.3,38.2,13.9,right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,14,34,,True,,,block,assisted,right-foot,0.0285,,26.8,50.5,49.3,19,low-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,15,33,,True,12,Zinchenko,save,set-piece,left-foot,0.017,0.0122,26.5,50.5,50.1,1.9,low-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,16,29,,False,,,save,assisted,left-foot,0.0218,0.0304,27.2,60.5,49,24.7,high-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,17,28,,False,,,miss,corner,left-foot,0.0497,,14.7,61.7,63.9,20.8,left
25-26-europa-league-nottingham-forest-vs-fc-utrecht,18,24,,False,,,miss,corner,head,0.0577,,4.2,60.1,64.9,12.5,left
25-26-europa-league-nottingham-forest-vs-fc-utrecht,19,24,,False,,,save,corner,left-foot,0.0137,0.061,26.3,65.2,48.1,27.2,high-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,20,22,,False,,,miss,assisted,right-foot,0.142,,12.9,72.8,67.1,12.5,left
25-26-europa-league-nottingham-forest-vs-fc-utrecht,21,20,,True,669,Ndoye,miss,regular,right-foot,0.0746,,3.4,67.8,99.7,8.3,left
25-26-europa-league-nottingham-forest-vs-fc-utrecht,22,20,,True,,,save,assisted,right-foot,0.0106,0.1896,26.8,61.1,45.6,13.9,low-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,23,19,,True,519,Dominguez,miss,regular,right-foot,0.0323,,24.7,54,37.6,11.1,right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,24,14,,True,,,save,corner,head,0.0904,,7.8,49.8,49.4,31.9,high-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,25,11,,True,12,Zinchenko,miss,assisted,left-foot,0.22,,7.1,40.3,40.7,5.6,right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,26,7,,True,12,Zinchenko,miss,corner,left-foot,0.0092,,31.2,49.1,70.3,80.6,high-left
25-26-europa-league-nottingham-forest-vs-fc-utrecht,27,7,,True,516,Hudson-Odoi,save,assisted,right-foot,0.0431,0.3682,12.6,27.6,46,9.5,low-right
25-26-europa-league-nottingham-forest-vs-fc-utrecht,28,5,,True,516,Hudson-Odoi,save,assisted,left-foot,0.0357,0.0321,10.5,30.4,51.6,1.3,low-centre
25-26-europa-league-nottingham-forest-vs-fc-utrecht,29,3,,False,,,block,free-kick,left-foot,0.0315,,26.9,31.5,53.6,19,low-left
