player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
146,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,0,0.0,0.0,0.0,0,0,0,0,40,23,0,3,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,6,1,2.36,1.36,1,23,10,0,0,0,82,0,67,0,0,0,0,0,96,1,0,0
129,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,1,0,1,0.26,0.12,0.24,1,4,0,9,70,35,1,2,1,2,0,0,5,0,2,2,1,10,9,8,2,3,1,0,0,0.0,0.0,0,0,0,0,0,1,83,33,100,57,40,57,0,0,96,1,0,0
17,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,1,4,0.98,0.2,1.17,3,4,2,12,51,13,1,3,0,1,1,0,7,0,0,0,2,9,8,8,1,2,1,0,0,0.0,0.0,0,0,0,0,0,2,57,0,33,50,100,57,50,0,96,1,0,0
120,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,0,0.0,0.23,0.0,0,0,0,1,112,99,3,17,0,4,0,1,7,1,1,1,0,3,2,1,2,0,0,0,0,0.0,0.0,0,0,0,0,0,1,96,0,67,100,50,0,0,0,96,1,0,0
15,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,0,0.0,0.01,0.0,0,0,0,0,52,16,0,12,0,9,0,0,10,0,1,0,0,2,0,0,2,0,0,3,1,0.62,-0.38,0,16,9,0,5,0,43,0,30,0,100,0,0,0,96,1,0,0
4,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,1,0,2,0.82,0.05,0.89,2,0,1,4,29,10,2,0,1,0,0,0,6,1,2,1,0,5,14,1,4,1,1,0,0,0.0,0.0,0,0,0,0,0,0,83,100,0,25,27,0,0,0,96,1,0,0
144,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,2,0.05,0.04,0.0,0,0,0,1,79,65,0,8,0,8,1,0,4,1,5,3,0,5,2,2,3,0,0,0,0,0.0,0.0,0,0,0,0,0,2,96,0,100,100,60,0,50,0,96,1,0,0
18,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,0,0.0,0.01,0.0,0,0,0,0,63,48,0,1,0,1,2,2,2,1,2,1,0,6,1,5,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,94,0,100,100,50,0,40,0,96,1,0,0
24,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,1,0.04,0.0,0.0,0,0,0,1,45,16,0,7,0,1,2,2,2,1,6,2,3,4,3,3,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,76,0,50,50,100,0,67,0,96,1,0,0
136,24-25-prem-arsenal-vs-brighton-&-hove-albion,85,0,0,1,0.04,0.14,0.0,0,4,0,5,47,27,2,2,0,1,0,0,5,0,0,0,0,4,5,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,87,0,100,57,0,57,0,0,85,1,0,0
115,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,4,0.18,0.03,0.0,0,0,0,0,51,32,1,1,0,4,2,2,5,0,0,0,2,7,7,3,4,0,2,0,0,0.0,0.0,0,0,0,0,0,3,86,0,100,33,80,0,67,0,96,1,0,0
3,24-25-prem-arsenal-vs-brighton-&-hove-albion,90,0,0,1,0.12,0.01,0.0,0,1,0,2,47,31,2,3,0,5,1,1,1,2,4,1,1,4,6,3,1,1,2,0,0,0.0,0.0,0,0,0,0,0,1,94,0,83,50,25,100,100,0,96,1,0,0
