gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed
3,2024-08-31 11:30:00,3,1956.94,1,1,36,1737.66,True,24-25-prem-arsenal-vs-brighton-&-hove-albion,/matches/arsenal-vs-brighton-hove-albion/3bfk5g#4506283,36,64,2.14,1.76,11,22,7,4,5,3,4,2,200,404,74,86,12,7,3,7,1.91,1.59,0.23,0.17,2.14,1.76,2.36,0.62,2,10,2,8,0,0,10,15,1,7,270,471,120,162,80,242,21,30,41,75,2,7,29,27,13,14,31,33,3,1,3,2,1,0,11,7,65,39,12,5,8,2,20,11,3,6,46,58,32,39,45,55,14,19,42,58,8,10,53,45,4506283.0,True,False
3,2024-08-31 14:00:00,94,1715.28,3,1,20,1589.21,True,24-25-prem-brentford-vs-southampton,/matches/southampton-vs-brentford/2stunb#4506284,37,63,2.78,1.57,20,18,7,6,6,2,3,2,310,548,87,88,10,7,2,8,2.21,0.71,0.57,0.86,2.78,1.57,3.16,0.7,7,7,6,5,1,1,15,9,5,9,358,621,154,255,156,293,23,16,68,36,2,4,15,20,22,13,42,31,1,2,2,1,0,0,13,10,76,67,11,9,5,5,19,17,5,4,39,35,30,32,48,52,9,3,75,25,6,7,55,58,4506284.0,True,False
3,2024-09-01 12:30:00,8,1818.39,1,1,31,1737.58,True,24-25-prem-chelsea-vs-crystal-palace,/matches/chelsea-vs-crystal-palace/2rhvvj#4506285,63,37,2.37,0.54,13,9,7,3,5,0,4,0,532,276,90,79,9,13,4,4,1.97,0.33,0.4,0.21,2.37,0.54,2.76,1.08,5,1,1,5,1,0,8,4,5,5,590,350,268,163,264,113,26,19,63,39,3,3,16,33,14,17,20,22,0,1,4,2,0,0,7,11,54,58,8,6,5,1,17,28,2,6,47,41,37,34,52,48,10,7,59,41,11,6,46,46,4506285.0,True,False
3,2024-08-31 14:00:00,11,1682.33,2,3,91,1693.36,True,24-25-prem-everton-vs-afc-bournemouth,/matches/everton-vs-afc-bournemouth/2hkv2h#4506286,47,53,1.99,2.37,18,17,8,7,5,5,3,2,257,300,74,77,6,11,8,4,1.47,2.15,0.52,0.22,1.99,2.37,1.59,2.55,8,5,2,5,1,0,13,12,5,5,349,392,108,162,149,138,37,21,49,34,7,11,33,46,20,19,37,28,2,2,2,1,0,0,11,10,65,38,12,7,5,2,21,23,4,6,60,54,37,37,50,50,23,17,58,43,10,5,53,31,4506286.0,True,False
3,2024-08-31 14:00:00,40,1564.67,1,1,54,1716.56,True,24-25-prem-ipswich-town-vs-fulham,/matches/fulham-vs-ipswich-town/38hr4t#4506287,49,51,0.45,0.95,11,9,4,4,1,2,1,1,345,359,86,86,15,15,8,6,0.21,0.75,0.24,0.2,0.45,0.95,0.41,1.12,3,2,4,3,0,0,6,9,5,0,401,418,183,194,162,165,19,21,49,40,5,5,31,19,7,23,13,19,4,0,2,3,0,0,9,7,69,64,4,6,3,3,30,11,3,3,49,52,38,40,49,51,11,12,48,52,10,14,83,70,4506287.0,True,False
3,2024-08-31 14:00:00,13,1641.49,1,2,7,1771.85,True,24-25-prem-leicester-city-vs-aston-villa,/matches/leicester-city-vs-aston-villa/2tbzby#4506288,58,42,0.45,1.55,9,10,3,5,1,4,0,2,457,318,89,83,13,21,1,4,0.34,0.73,0.11,0.82,0.45,1.55,0.4,2.34,5,3,1,2,0,0,3,8,6,2,513,383,212,177,245,141,18,22,53,58,4,3,22,30,6,15,16,22,3,1,4,5,0,0,11,10,50,59,11,7,2,1,18,25,3,2,58,53,49,43,53,47,9,10,47,53,6,13,46,65,4506288.0,True,False
3,2024-09-01 15:00:00,1,1776.54,0,3,14,1908.05,True,24-25-prem-manchester-united-vs-liverpool,/matches/liverpool-vs-manchester-united/2ygkcb#4506289,53,47,1.36,1.79,8,11,3,3,3,6,3,3,421,391,83,84,7,7,5,2,1.02,1.75,0.34,0.04,1.36,1.79,0.64,2.44,5,7,0,1,0,0,5,10,3,1,507,464,261,223,160,168,15,13,38,34,6,3,32,50,26,22,31,30,0,2,4,1,0,0,20,17,63,71,7,10,1,0,10,28,0,3,52,49,47,36,57,43,5,13,28,72,8,5,38,26,4506289.0,True,False
3,2024-09-01 12:30:00,4,1803.01,2,1,6,1796.9,True,24-25-prem-newcastle-united-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-newcastle-united/2xr2ka#4506290,34,66,1.83,1.26,9,20,3,6,2,2,0,2,183,421,70,84,16,13,7,12,1.13,0.94,0.7,0.32,1.83,1.26,2.14,1.57,3,6,3,8,1,1,6,9,3,11,261,500,103,123,80,298,12,7,27,25,5,4,42,15,16,20,14,50,2,4,4,4,0,0,8,16,47,73,14,7,7,3,31,14,6,1,47,61,36,47,43,57,11,14,44,56,8,10,44,43,4506290.0,True,False
3,2024-08-31 14:00:00,17,1655.94,1,1,39,1663.52,True,24-25-prem-nottingham-forest-vs-wolverhampton-wanderers,/matches/wolverhampton-wanderers-vs-nottingham-forest/2xa4gh#4506291,52,48,1.04,0.74,16,11,5,3,1,2,1,2,293,279,80,78,15,18,7,3,0.85,0.68,0.19,0.06,1.04,0.74,1.73,0.58,5,6,6,2,0,0,13,4,3,7,367,359,140,156,153,123,26,22,47,44,5,1,22,14,17,17,37,13,4,0,3,4,0,0,12,14,71,61,10,10,3,6,13,25,1,4,56,60,42,44,49,51,14,16,47,53,8,8,50,57,4506291.0,True,False
3,2024-08-31 16:30:00,21,1733.02,1,3,43,2056.84,True,24-25-prem-west-ham-united-vs-manchester-city,/matches/manchester-city-vs-west-ham-united/2f5prf#4506292,32,68,0.73,3.0,10,23,2,8,1,5,1,3,284,670,84,92,10,3,3,11,0.5,2.47,0.23,0.53,0.73,3.0,0.19,2.88,5,10,3,5,2,1,7,19,3,4,340,726,148,255,136,415,19,34,56,72,4,8,29,36,19,11,24,58,0,1,3,2,0,0,6,12,55,80,6,7,5,3,20,18,5,2,32,44,23,37,38,62,9,7,56,44,10,12,67,80,4506292.0,True,False
