id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
76,a,,,3.8,820,251.0,0,0.0,-2,2.0,0.2,398,148.0,0,0,0.0,549.0,196.0,0,0,0.0,407.0,154.0,0.0,0.0,0.0,16884,215,21931,182,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,195.0,0.0,521.0,194.0,0.0,487.0,188.0,0.0,540.0,196.0,,,,37,,Owen,Bevan,Bevan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
67,a,,,4.6,402,20.0,0,0.0,1,-1.0,5.1,76,11.0,121,3,3.3,146.0,19.0,5,498,5.0,37.0,4.0,1.1,26.3,0.0,1202198,25854,965717,7994,5.0,4.5,0.0,0.0,0.0,54.99,0.0,0.0,0.0,1.49,796.6,30.0,8.0,0.0,777.0,91.0,0.0,765.0,82.0,79.8,197.0,8.0,,,,37,,Đorđe,Petrović,Petrović,,,3330,0,0,11,53,1,0,0,3,0,106,37,98,,,,2.86,0.3,1.43,1.0,0.0,0,60,277
107,a,,,4.8,359,61.0,0,0.0,-2,2.0,1.5,163,64.0,110,1,3.1,180.0,72.0,5,333,3.5,89.0,22.0,0.7,22.9,0.0,528676,2076,390825,10458,3.0,3.5,2.98,2.33,5.31,31.69,0.14,0.11,0.25,1.52,357.0,204.0,86.0,317.7,128.0,33.0,348.0,87.0,10.0,102.3,134.0,41.0,,1.0,,37,,Keane,Lewis-Potter,Lewis-Potter,,,1872,3,3,9,31,0,0,0,1,0,0,21,86,,,,0.0,0.43,1.49,1.01,3.22,21,46,90
111,a,100.0,100.0,4.2,642,144.0,0,0.0,-3,3.0,0.1,452,168.0,14,0,3.5,112.0,40.0,2,53,0.0,538.0,227.0,0.0,3.3,0.0,16843,96,30232,228,-0.5,0.0,0.01,0.06,0.07,3.7,0.0,0.02,0.02,1.05,88.6,398.0,149.0,1.2,480.0,173.0,33.0,369.0,124.0,12.3,420.0,150.0,,,,37,,Ethan,Pinnock,Pinnock,,,318,0,0,1,5,1,0,0,1,0,0,4,46,,,,0.0,0.28,1.42,1.13,11.89,5,37,11
139,a,,,4.6,404,21.0,0,0.0,1,-1.0,9.4,38,6.0,128,2,3.5,114.0,15.0,6,604,3.3,93.0,9.0,0.7,27.8,0.0,1469459,9328,1115930,27482,3.3,3.8,0.0,0.06,0.06,47.4,0.0,0.0,0.0,1.28,896.2,12.0,2.0,10.0,440.0,13.0,0.0,766.0,83.0,90.8,167.0,3.0,,,,37,,Bart,Verbruggen,Verbruggen,,,3330,0,0,10,43,1,1,0,3,0,101,37,102,,,,2.73,0.27,1.16,1.0,0.0,1,31,322
175,u,0.0,0.0,4.4,571,345.0,0,0.0,-1,1.0,0.1,550,204.0,1,0,1.0,485.0,214.0,0,3,0.0,603.0,207.0,0.0,0.2,0.0,11030,0,15533,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,263.0,0.0,686.0,267.0,0.0,666.0,259.0,0.0,691.0,265.0,,,,37,,Joe,Knight,Knight,has joined Stevenage permanently.,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
795,a,,,4.5,498,308.0,0,0.0,0,0.0,0.0,768,328.0,4,0,1.3,440.0,192.0,0,11,0.0,683.0,269.0,0.0,0.9,0.0,1102,36,606,25,0.0,0.5,0.0,0.03,0.03,1.04,0.0,0.03,0.03,1.02,10.2,474.0,209.0,5.1,458.0,220.0,2.0,457.0,226.0,1.8,484.0,218.0,,,,37,,Harry,Howell,Howell,,,92,0,0,0,2,0,0,0,0,0,0,1,7,,,,0.0,0.0,1.96,0.98,6.85,1,3,3
840,a,,,4.5,473,67.0,0,0.0,0,0.0,0.0,821,94.0,1,1,1.0,492.0,59.0,0,3,1.0,266.0,37.0,0.2,0.2,0.0,171,171,9,9,1.3,1.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.5,2.0,504.0,59.0,0.3,495.0,62.0,0.0,718.0,77.0,0.2,517.0,63.0,,,,37,,Shumaira,Mheuka,Mheuka,,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,90.0,0,1,0
234,u,0.0,0.0,4.0,748,208.0,0,0.0,0,0.0,0.1,580,207.0,0,0,0.0,645.0,246.0,0,0,0.0,521.0,217.0,0.0,0.0,0.0,1262,0,10303,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,246.0,0.0,628.0,246.0,0.0,597.0,243.0,0.0,637.0,247.0,,,,37,,Aarón,Anselmino,Anselmino,has joined Strasbourg on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
270,a,100.0,100.0,4.7,378,235.0,0,0.0,-3,3.0,0.1,487,173.0,43,0,1.4,429.0,186.0,0,201,0.2,371.0,166.0,0.0,9.1,0.0,23257,101,27229,258,-0.8,0.2,1.11,1.92,3.03,22.82,0.07,0.12,0.19,1.4,181.8,320.0,141.0,310.3,131.0,89.0,88.0,299.0,159.0,57.8,270.0,134.0,3.0,,,37,,Will,Hughes,Hughes,,,1470,0,1,5,16,0,0,0,7,0,0,18,143,,,,0.0,0.31,0.98,1.1,8.76,26,52,65
327,u,0.0,0.0,5.3,180,113.0,0,0.0,-2,2.0,0.1,570,213.0,0,0,0.0,819.0,364.0,0,0,0.0,790.0,345.0,0.0,0.0,0.0,2438,0,35655,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,363.0,0.0,819.0,364.0,0.0,816.0,363.0,0.0,818.0,363.0,,,,37,,Andreas,Hoelgebaum Pereira,Andreas,has joined Palmeiras permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
367,a,100.0,100.0,4.1,665,37.0,0,0.0,-4,4.0,0.7,235,31.0,34,1,3.4,131.0,16.0,2,139,0.8,288.0,23.0,0.2,8.3,0.0,201239,6263,199574,940,1.3,1.3,0.0,0.0,0.0,13.29,0.0,0.0,0.0,1.38,275.6,257.0,24.0,0.0,637.0,80.0,0.0,607.0,66.0,27.5,374.0,24.0,,,,37,,Giorgi,Mamardashvili,Mamardashvili,,,867,0,0,2,18,0,1,0,0,0,34,10,45,,,,3.53,0.21,1.87,1.04,0.0,1,10,76
340,a,,,3.9,763,74.0,0,0.0,-1,1.0,0.1,433,62.0,0,0,0.0,560.0,48.0,0,0,0.0,420.0,34.0,0.0,0.0,0.0,9267,55,16540,190,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,48.0,0.0,534.0,29.0,0.0,501.0,15.0,0.0,551.0,48.0,,,,37,,Alex,Cairns,Cairns,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
733,a,,,5.1,234,7.0,0,0.0,1,-1.0,3.5,98,17.0,103,1,3.3,150.0,21.0,11,388,3.8,77.0,8.0,0.7,20.2,0.0,751081,21487,392873,10502,3.8,4.3,0.0,0.0,0.0,38.46,0.0,0.0,0.0,1.24,617.4,71.0,15.0,0.0,817.0,96.0,2.0,462.0,2.0,61.9,256.0,15.0,,,,37,,Senne,Lammens,Lammens,,,2790,0,0,7,39,0,0,0,0,0,77,31,43,,,,2.48,0.23,1.26,1.0,0.0,1,26,219
183,a,,,4.2,651,35.0,0,0.0,-3,3.0,0.2,401,57.0,4,2,2.0,343.0,34.0,0,22,1.3,234.0,16.0,0.3,1.0,0.0,15628,6703,18878,392,1.3,-0.2,0.0,0.0,0.0,2.73,0.0,0.0,0.0,1.36,48.8,428.0,36.0,0.0,644.0,85.0,0.0,618.0,74.0,4.9,462.0,36.0,,,,37,,Max,Weiß,Weiss,,,180,0,0,0,3,0,0,0,0,0,7,2,0,,,,3.5,0.0,1.5,1.0,0.0,0,4,13
185,a,,,3.9,758,69.0,0,0.0,-1,1.0,0.1,421,60.0,0,0,0.0,556.0,44.0,0,0,0.0,416.0,30.0,0.0,0.0,0.0,15759,90,22687,162,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,44.0,0.0,529.0,24.0,0.0,496.0,10.0,0.0,547.0,44.0,,,,37,,Václav,Hladký,Hladký,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
689,a,,,4.3,628,375.0,0,0.0,-2,2.0,0.5,275,93.0,0,0,0.0,678.0,259.0,0,0,0.0,576.0,192.0,0.0,0.0,0.0,100550,952,69809,1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,249.0,0.0,665.0,255.0,0.0,641.0,244.0,0.0,669.0,251.0,,,,37,,Seung-Soo,Park,Seung soo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
621,u,0.0,0.0,4.3,592,353.0,0,0.0,-2,2.0,0.2,382,132.0,9,0,1.3,438.0,191.0,0,49,0.0,552.0,174.0,0.0,2.1,0.0,43311,0,57469,130,0.0,0.0,0.0,0.17,0.17,4.03,0.0,0.1,0.1,2.32,31.6,448.0,197.0,52.3,360.0,188.0,2.0,450.0,221.0,8.6,439.0,197.0,,,,37,,Andy,Irving,Irving,has joined Sparta Prague permanently.,,156,0,0,0,4,0,0,0,0,0,0,2,22,,,,0.0,0.0,2.31,1.15,12.69,6,2,14
