match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-efl-cup-brentford-vs-afc-bournemouth,1,90,,False,86,Brooks,miss,regular,left-foot,0.163,,8.5,62.4,63.9,44.4,high-left
25-26-efl-cup-brentford-vs-afc-bournemouth,2,90,,False,,,block,assisted,right-foot,0.3126,,8.2,52.3,50.4,19,low-centre
25-26-efl-cup-brentford-vs-afc-bournemouth,3,90,,False,77,Hill,block,assisted,right-foot,0.1869,,8.8,41.9,52.2,19,low-left
25-26-efl-cup-brentford-vs-afc-bournemouth,4,90,,False,,,block,fast-break,right-foot,0.0805,,21.5,55.4,51.3,19,low-centre
25-26-efl-cup-brentford-vs-afc-bournemouth,5,90,,False,77,Hill,miss,throw-in-set-piece,head,0.0597,,9.2,49.7,49.6,66.7,high
25-26-efl-cup-brentford-vs-afc-bournemouth,6,87,,False,86,Brooks,block,set-piece,left-foot,0.0449,,17.5,51.7,52.4,19,low-left
25-26-efl-cup-brentford-vs-afc-bournemouth,7,85,,False,86,Brooks,save,assisted,right-foot,0.0698,,15.6,34.2,49.5,5.7,low-centre
25-26-efl-cup-brentford-vs-afc-bournemouth,8,80,,True,128,Onyeka,miss,assisted,right-foot,0.0582,,19.2,45,25.7,63.9,high-right
25-26-efl-cup-brentford-vs-afc-bournemouth,9,78,,False,,,save,regular,right-foot,0.1318,,9.7,64,51.9,1.9,low-left
25-26-efl-cup-brentford-vs-afc-bournemouth,10,77,,True,106,Collins,miss,corner,head,0.155,,4.9,56.5,36,12.5,right
25-26-efl-cup-brentford-vs-afc-bournemouth,11,77,,True,128,Onyeka,miss,throw-in-set-piece,right-foot,0.0183,,20.1,47,72.6,16.7,left
25-26-efl-cup-brentford-vs-afc-bournemouth,12,72,,False,,,save,fast-break,right-foot,0.2344,,4.8,60.9,49.5,19,low-centre
25-26-efl-cup-brentford-vs-afc-bournemouth,13,65,,True,,,goal,assisted,right-foot,0.2124,,7.7,58.9,53.3,4.4,low-left
