id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
26,d,75.0,,7.6,17,6,0,0,1,-1,8.4,46,7,19,2,3.8,108,11,2,82,3.2,115,11,0.4,2.5,0,652978,49745,409151,48679,2.4,3.2,1.67,0.37,2.04,3.91,0.34,0.08,0.42,0.81,89.4,99,8,71.3,71,4,165.0,6,4,32.6,23,5,,,,5,,Kai,Havertz,Havertz,Hamstring injury - 75% chance of playing,,437,2,0,3,4,0,0,0,1,0,0,5,13,,,,0.0,0.62,0.82,1.03,2.68,0,6,7
452,a,100.0,100.0,6.7,32,21,0,0,-3,3,1.8,135,41,9,1,3.0,158,67,1,45,2.2,185,81,0.3,1.3,0,29833,4887,243970,6897,2.2,2.2,0.09,0.16,0.25,2.18,0.07,0.12,0.19,1.6,41.0,213,91,6.5,290,145,19.0,200,111,6.6,261,116,4.0,,4.0,5,,Bruno,Guimarães Rodriguez Moura,Bruno G.,,,123,1,0,0,3,0,0,0,0,0,0,1,12,,,,0.0,0.0,2.2,0.73,8.78,1,3,8
557,a,,,6.3,47,32,-1,1,-2,2,12.2,34,13,16,2,3.2,132,52,1,81,2.5,164,70,0.4,2.5,0,460999,10632,1594910,131702,2.5,2.5,0.19,0.55,0.74,2.73,0.05,0.14,0.19,0.68,56.4,171,67,115.1,33,28,46.0,105,59,21.8,76,45,3.0,,,5,,Christos,Tzolis,Tzolis,,,362,0,2,2,4,0,0,0,2,0,0,5,23,,,,0.0,0.5,0.99,1.24,5.72,4,7,12
29,i,0.0,0.0,4.5,430,24,0,0,0,0,0.1,396,46,1,0,1.0,317,24,0,1,0.0,479,53,0.0,0.2,0,4646,52,7297,921,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,3.77,28.2,259,22,0.0,475,37,0.0,425,32,2.8,326,22,,,,5,,Marco,Bizot,M.Bizot,Back injury - Expected back 10 Oct,,90,0,0,0,4,0,0,0,0,0,3,1,0,,,,3.0,0.0,4.0,1.0,0.0,0,2,6
30,u,0.0,0.0,4.5,435,87,0,0,0,0,0.0,499,177,0,0,0.0,498,186,0,0,0.0,481,182,0.0,0.0,0,0,0,8608,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,186,0.0,478,185,0.0,428,174,0.0,489,186,,,,5,,Lucas,Digne,Digne,Has joined Paris Saint-Germain permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
15,a,,,6.8,31,20,0,0,3,-3,19.8,18,8,29,2,5.8,36,17,6,137,4.5,59,22,0.7,4.3,0,1623724,68004,540321,80872,4.5,4.5,1.08,1.32,2.4,3.23,0.26,0.32,0.58,0.77,121.8,40,14,166.9,10,9,73.0,57,35,36.2,17,13,,4.0,3.0,5,,Martin,Ødegaard,Ødegaard,,,377,2,0,3,4,0,0,0,0,0,0,5,23,,,,0.0,0.72,0.95,1.19,5.49,6,5,12
32,a,100.0,100.0,4.4,555,140,0,0,-1,1,4.9,76,30,6,-1,1.5,270,96,0,16,1.8,208,75,0.4,1.4,0,95056,2405,417210,23221,1.8,1.8,0.15,0.04,0.19,5.95,0.05,0.01,0.06,1.81,36.4,232,93,22.3,212,70,13.0,230,76,7.2,246,94,1.0,,,5,,Matty,Cash,Cash,,,296,0,0,1,7,0,0,0,2,0,0,3,17,,,,0.0,0.3,2.13,0.91,5.17,6,11,2
34,i,0.0,0.0,4.5,468,109,0,0,0,0,0.3,292,106,3,0,1.0,318,121,0,-4,0.8,281,102,0.2,0.7,0,11231,38,27239,2881,0.0,0.0,0.0,0.01,0.01,4.79,0.0,0.0,0.0,2.31,11.2,318,121,1.9,335,121,2.0,320,120,1.5,360,125,,,,5,,Pau,Torres,Pau,Hamstring injury - Expected back 10 Oct,,187,0,0,0,5,0,0,0,0,0,0,3,9,,,,0.0,0.0,2.41,1.44,4.33,1,8,9
35,a,,,4.9,387,231,-1,1,-1,1,0.1,478,187,1,0,1.0,341,149,0,3,0.0,576,242,0.0,0.2,0,2897,156,4740,412,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.24,2.2,385,178,0.5,372,185,0.0,541,222,0.3,394,183,,,,5,,Lamare,Bogarde,Bogarde,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,5.62,0,1,0
36,i,0.0,0.0,4.4,563,147,-1,1,-1,1,0.5,248,93,9,0,2.2,207,83,1,22,2.2,168,65,0.5,2.0,0,31890,48,61419,5681,0.0,0.0,0.28,0.45,0.73,6.54,0.08,0.12,0.2,1.76,34.8,236,95,24.5,200,65,43.0,109,24,10.2,207,74,,,,5,,Ian,Maatsen,Maatsen,Ankle injury - Unknown return date,,335,0,0,1,7,0,0,0,1,0,0,4,24,,,,0.0,0.27,1.88,1.07,6.45,7,17,10
44,u,0.0,0.0,5.4,179,113,0,0,-1,1,0.1,493,193,0,0,0.0,636,276,0,0,0.0,630,275,0.0,0.0,0,2096,0,13160,429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,274,0.0,633,276,0.0,620,269,0.0,635,275,,,,5,,Leon,Bailey,Bailey,Has joined Olympiakos permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
45,a,,,5.4,168,106,0,0,-1,1,2.2,122,37,17,6,3.4,121,48,1,65,4.0,74,27,0.7,3.1,0,69961,6130,154585,7623,4.0,4.0,0.77,0.24,1.01,8.29,0.16,0.05,0.21,1.72,52.4,184,74,84.9,56,46,15.0,221,119,14.8,146,74,2.0,,,5,,John,McGinn,McGinn,,,434,0,2,2,7,0,0,0,2,0,0,5,30,,,,0.0,0.41,1.45,1.04,6.22,5,8,17
