match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-europa-league-aston-villa-vs-fenerbahçe,1,88,,False,,,save,corner,head,0.0175,0.0172,13.6,47.2,49.3,17.1,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,2,87,,False,,,block,regular,left-foot,0.0706,,16.7,33.3,51.3,19,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,3,87,,True,39,Maatsen,miss,fast-break,left-foot,0.025,,11.8,23.1,39.5,20.8,right
25-26-europa-league-aston-villa-vs-fenerbahçe,4,80,,False,,,miss,regular,right-foot,0.0069,,23.2,33.8,69.7,25,left
25-26-europa-league-aston-villa-vs-fenerbahçe,5,71,,False,,,save,regular,left-foot,0.0286,0.0598,20.5,34.5,52.8,16.5,low-left
25-26-europa-league-aston-villa-vs-fenerbahçe,6,68,,False,,,miss,assisted,left-foot,0.0123,,25.3,33.6,39.2,2.8,right
25-26-europa-league-aston-villa-vs-fenerbahçe,7,67,,False,,,save,assisted,left-foot,0.0848,0.0416,17,43.6,51,8.9,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,8,67,,False,,,save,assisted,left-foot,0.1972,0.0774,17.9,44.4,51,7,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,9,64,,True,47,Rogers,save,assisted,right-foot,0.088,0.4507,18.2,50.1,53.2,4.4,low-left
25-26-europa-league-aston-villa-vs-fenerbahçe,10,63,,True,36,Cash,save,corner,right-foot,0.0224,0.1677,27.2,54.6,53.9,3.8,low-left
25-26-europa-league-aston-villa-vs-fenerbahçe,11,61,,False,,,save,regular,left-foot,0.0274,0.0384,25.1,52.6,51.6,12,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,12,60,,False,,,save,assisted,left-foot,0.4917,0.6923,11.1,55,52.2,3.2,low-left
25-26-europa-league-aston-villa-vs-fenerbahçe,13,59,,False,,,block,assisted,left-foot,0.0154,,30.6,63,49.2,19,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,14,52,,True,456,Sancho,block,assisted,right-foot,0.3656,,5.4,55.4,48.1,19,low-right
25-26-europa-league-aston-villa-vs-fenerbahçe,15,46,,True,40,Mings,miss,set-piece,left-foot,0.145,,8.2,39.7,38.3,12.5,right
25-26-europa-league-aston-villa-vs-fenerbahçe,16,46,,True,456,Sancho,block,set-piece,right-foot,0.0629,,13.5,56.2,50,19,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,17,42,,True,456,Sancho,save,assisted,right-foot,0.2831,,11,41.3,51.2,19,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,18,33,,False,,,miss,assisted,right-foot,0.0278,,27.2,45,54.3,63.9,high
25-26-europa-league-aston-villa-vs-fenerbahçe,19,25,,True,456,Sancho,goal,regular,head,0.35,0.1536,7,46.8,48.1,5.1,low-right
25-26-europa-league-aston-villa-vs-fenerbahçe,20,20,,False,,,save,assisted,left-foot,0.0745,0.5575,20.6,49.9,54.4,5.7,low-left
25-26-europa-league-aston-villa-vs-fenerbahçe,21,19,,True,64,Watkins,miss,corner,head,0.0655,,8.9,56.4,59,6.9,close-left
25-26-europa-league-aston-villa-vs-fenerbahçe,22,18,,True,64,Watkins,block,assisted,right-foot,0.1996,,13.6,57.2,50.1,19,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,23,17,,True,,,miss,regular,right-foot,0.0151,,18.1,28.2,33.3,33.3,right
25-26-europa-league-aston-villa-vs-fenerbahçe,24,10,,False,,,save,assisted,left-foot,0.0275,0.01,27.8,51.7,50.7,13.3,low-centre
25-26-europa-league-aston-villa-vs-fenerbahçe,25,6,,True,40,Mings,miss,corner,head,0.071,,7.7,54.2,47.2,77.8,high
25-26-europa-league-nottingham-forest-vs-braga,1,83,,True,522,Yates,save,regular,head,0.2525,,4.6,47.7,51.3,19,low-centre
