id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
657,u,0.0,0.0,4.0,712,219,0,0,0,0,0.0,551,192,0,0,0.0,652,238,0,0,0.0,516,197,0.0,0.0,0,11257,0,10392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645,239,0.0,633,238,0.0,594,229,0.0,645,239,,,,38,
83,a,100.0,100.0,5.4,130,79,0,0,-1,1,0.2,334,104,87,4,3.0,146,64,4,362,3.0,131,55,0.6,16.1,0,128336,0,130723,0,2.7,3.5,5.51,3.65,9.16,25.42,0.26,0.17,0.43,1.18,447.0,162,64,664.8,42,35,442.0,73,47,155.4,70,48,2.0,1.0,,38,
787,a,,,4.0,715,222,0,0,0,0,0.0,762,259,0,0,0.0,654,240,0,0,0.0,519,200,0.0,0.0,0,225,0,113,0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647,241,0.0,635,240,0.0,597,232,0.0,647,241,,,,38,
736,a,,,1.5,785,1,0,0,0,0,29.2,362,1,113,10,0.0,576,16,0,0,8.2,7,5,5.5,75.3,0,105807,0,81844,0,8.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566,16,0.0,544,16,0.0,495,16,0.0,566,16,,,,38,
263,a,100.0,50.0,3.8,778,263,0,0,-2,2,1.8,146,57,26,0,1.4,394,128,0,122,1.5,230,67,0.4,6.8,0,479374,0,340013,0,0.7,0.5,1.08,0.34,1.42,35.17,0.06,0.02,0.08,2.06,422.0,171,64,87.2,313,98,103.0,270,76,61.4,263,81,,,,38,
264,i,0.0,0.0,4.7,320,207,0,0,-3,3,0.0,621,244,30,0,1.7,351,161,0,144,0.0,699,286,0.0,6.4,0,5890,0,13279,0,0.0,0.0,0.5,1.17,1.67,23.62,0.05,0.11,0.16,2.31,111.6,385,183,148.5,247,155,66.0,316,174,31.8,357,178,,,,38,
265,a,100.0,100.0,5.1,183,109,0,0,-4,4,0.1,494,179,41,2,1.9,320,145,0,139,1.2,257,122,0.2,8.0,0,8181,0,27519,0,0.5,0.7,1.52,0.61,2.13,17.93,0.16,0.06,0.22,1.91,106.6,390,185,152.1,244,154,108.0,266,151,36.1,340,169,,,,38,
266,u,0.0,0.0,4.0,654,175,0,0,0,0,0.0,558,193,1,0,0.1,560,196,0,-5,0.0,464,158,0.0,0.2,0,10773,0,12416,0,0.0,0.0,0.08,0.1,0.18,9.1,0.02,0.02,0.04,2.17,48.2,441,160,24.4,422,151,35.0,363,123,10.5,441,154,,,,38,
267,a,100.0,100.0,4.2,622,155,0,0,-3,3,0.9,219,85,52,1,1.6,364,118,5,174,0.5,332,100,0.1,12.4,2,362293,0,455616,0,-0.3,0.0,0.98,4.74,5.72,60.7,0.03,0.16,0.19,1.99,486.8,149,57,865.4,14,2,145.0,227,58,149.6,76,9,1.0,4.0,,38,
270,a,100.0,100.0,3.8,783,267,0,0,-2,2,2.3,129,48,37,1,1.5,378,124,0,171,1.2,247,71,0.3,9.7,0,1028861,0,859991,0,0.5,0.7,1.31,0.21,1.52,45.51,0.05,0.01,0.06,1.86,592.8,103,37,77.2,325,104,157.0,215,52,82.7,193,59,,,,38,
271,u,0.0,0.0,4.9,244,154,0,0,-1,1,0.0,729,304,2,0,1.0,518,238,0,4,0.0,724,301,0.0,0.4,0,347,0,2455,0,0.0,0.0,0.0,0.05,0.05,1.36,0.0,0.1,0.1,2.85,9.4,503,233,1.9,493,240,6.0,455,233,1.7,516,238,,,,38,
502,u,0.0,0.0,5.4,133,81,0,0,-1,1,0.0,656,268,0,0,0.0,793,342,0,0,0.0,772,330,0.0,0.0,0,480,0,5494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794,342,0.0,794,342,0.0,790,340,0.0,794,342,,,,38,
522,a,,,4.2,603,31,0,0,-3,3,0.1,425,60,0,0,0.0,669,78,0,0,0.0,539,72,0.0,0.0,0,8466,0,17035,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662,78,0.0,652,69,0.0,617,52,0.0,662,78,,,,38,
578,a,100.0,100.0,5.8,91,8,0,0,-2,2,1.5,159,63,39,0,2.1,286,90,1,142,0.5,359,109,0.1,6.7,1,285601,0,425538,0,2.2,2.0,0.86,0.69,1.55,10.28,0.08,0.06,0.14,0.95,252.6,271,101,118.2,277,78,176.0,201,40,54.6,283,84,,,,38,
597,a,100.0,100.0,4.5,423,263,0,0,0,0,0.4,277,85,37,1,1.6,369,170,0,237,1.8,207,89,0.4,8.2,0,115370,0,79089,0,3.5,3.3,0.16,0.51,0.67,16.65,0.01,0.03,0.04,1.1,176.0,333,151,170.7,230,150,57.0,327,179,40.0,324,164,,,,38,
686,a,,,4.0,718,225,0,0,0,0,0.0,628,218,0,0,0.0,657,243,0,0,0.0,522,203,0.0,0.0,0,3113,0,2552,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,244,0.0,638,243,0.0,600,235,0.0,650,244,,,,38,
204,i,0.0,0.0,4.1,627,36,0,0,-4,4,0.2,328,49,12,0,1.7,346,38,0,42,0.0,534,69,0.0,2.9,0,56218,0,83029,0,0.0,0.0,0.0,0.0,0.0,12.98,0.0,0.0,0.0,1.85,193.8,318,29,10.0,463,15,0.0,613,48,20.4,396,29,,,,38,
533,a,100.0,100.0,5.1,188,25,0,0,6,-6,15.0,26,10,125,2,3.4,107,22,13,447,1.2,259,74,0.2,24.5,5,3944482,0,2534119,0,3.5,1.2,2.69,3.98,6.67,53.27,0.08,0.12,0.2,1.54,778.4,36,14,694.3,37,5,435.0,75,3,191.0,41,3,,,,38,
