match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-europa-league-aston-villa-vs-go-ahead-eagles,1,90,,True,40,Mings,miss,assisted,head,0.1314,,7.1,50.9,62.5,9.7,left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,2,85,,True,677,Guessand,save,assisted,right-foot,0.0373,0.2232,5.6,67,46.6,0.6,low-right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,3,82,,True,47,Rogers,miss,assisted,left-foot,0.0291,,20.2,68.2,57.3,18.1,close-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,4,79,,True,,,miss,penalty,right-foot,0.7884,,11.5,50,53.1,55.6,close-high
25-26-europa-league-aston-villa-vs-go-ahead-eagles,5,76,,True,53,Malen,miss,set-piece,right-foot,0.0928,,8.3,38.3,0.5,6.9,right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,6,61,,False,,,goal,assisted,left-foot,0.3577,0.2243,8,56.7,51.3,12.7,low-centre
25-26-europa-league-aston-villa-vs-go-ahead-eagles,7,49,,True,39,Maatsen,miss,assisted,left-foot,0.0331,,25.9,41.5,40.5,8.3,right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,8,42,,False,,,goal,set-piece,right-foot,0.0732,0.7422,14.5,59.3,53.9,32.3,high-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,9,37,,True,59,Onana,save,corner,head,0.0408,0.4206,10.1,47.4,52.9,14.6,low-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,10,36,,True,44,Bogarde,block,corner,right-foot,0.0251,,17.9,62.4,50.2,19,low-centre
25-26-europa-league-aston-villa-vs-go-ahead-eagles,11,30,,True,456,Sancho,save,assisted,right-foot,0.0528,0.1315,19.1,39.7,47.7,5.7,low-right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,12,29,,True,677,Guessand,save,assisted,right-foot,0.5934,0.31,11.1,57.5,49.5,12.7,low-centre
25-26-europa-league-aston-villa-vs-go-ahead-eagles,13,28,,False,,,save,set-piece,left-foot,0.0705,0.4693,12.2,49.1,52.9,5.1,low-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,14,26,,True,59,Onana,miss,corner,head,0.1472,,6.3,48.9,57.5,51.4,close-high-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,15,25,,True,64,Watkins,block,assisted,right-foot,0.0135,,20.7,29.9,47.1,13.9,low-right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,16,21,,True,456,Sancho,block,assisted,right-foot,0.075,,10.2,34.2,49.7,19,low-centre
25-26-europa-league-aston-villa-vs-go-ahead-eagles,17,19,,True,64,Watkins,miss,assisted,right-foot,0.1188,,3,41.9,59,50,close-high-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,18,18,,True,40,Mings,miss,corner,head,0.1135,,7.4,52.6,42.4,54.2,close-high-right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,19,11,,True,,,save,assisted,right-foot,0.1568,0.3598,8.8,44.2,52.1,11.4,low-left
25-26-europa-league-aston-villa-vs-go-ahead-eagles,20,9,,True,64,Watkins,save,assisted,right-foot,0.2469,0.3815,13.3,45.8,48.4,1.3,low-centre
25-26-europa-league-aston-villa-vs-go-ahead-eagles,21,6,,False,,,miss,assisted,right-foot,0.0239,,26.8,50.9,48.6,65.3,high
25-26-europa-league-aston-villa-vs-go-ahead-eagles,22,4,,True,677,Guessand,goal,regular,right-foot,0.1242,0.8977,8.3,57.9,46.6,6.3,low-right
25-26-europa-league-aston-villa-vs-go-ahead-eagles,23,2,,False,,,miss,set-piece,right-foot,0.2611,,10.6,49.7,43.2,80.6,high-right
