match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-prem-afc-bournemouth-vs-newcastle-united,home,81,Kluivert,19,M,69.5,64.9
25-26-prem-afc-bournemouth-vs-newcastle-united,home,97,Evanilson,9,F,59.9,54.2
25-26-prem-afc-bournemouth-vs-newcastle-united,home,67,Petrović,1,G,12.1,49.5
25-26-prem-afc-bournemouth-vs-newcastle-united,home,77,Hill,23,D,45.1,21.7
25-26-prem-afc-bournemouth-vs-newcastle-united,home,697,Adli,21,F,59.8,70.5
25-26-prem-afc-bournemouth-vs-newcastle-united,home,87,Christie,10,M,57.6,66.1
25-26-prem-afc-bournemouth-vs-newcastle-united,home,84,Tavernier,16,M,59.7,41.3
25-26-prem-afc-bournemouth-vs-newcastle-united,home,86,Brooks,7,M,61.3,67.7
25-26-prem-afc-bournemouth-vs-newcastle-united,home,82,Semenyo,24,M,57.5,28.0
25-26-prem-afc-bournemouth-vs-newcastle-united,home,72,M. Senesi,5,D,36.5,65.2
25-26-prem-afc-bournemouth-vs-newcastle-united,home,713,A. Jiménez,20,D,49.5,12.0
25-26-prem-afc-bournemouth-vs-newcastle-united,home,74,Truffert,3,D,43.5,86.7
25-26-prem-afc-bournemouth-vs-newcastle-united,home,85,Adams,12,M,43.9,37.5
25-26-prem-afc-bournemouth-vs-newcastle-united,home,90,Scott,8,M,48.8,58.8
25-26-prem-afc-bournemouth-vs-newcastle-united,home,685,Diakité,18,D,40.3,32.3
25-26-prem-afc-bournemouth-vs-newcastle-united,away,486,Elanga,20,F,59.0,44.1
25-26-prem-afc-bournemouth-vs-newcastle-united,away,487,Barnes,11,F,62.6,64.8
25-26-prem-afc-bournemouth-vs-newcastle-united,away,714,Woltemade,27,F,64.2,53.9
25-26-prem-afc-bournemouth-vs-newcastle-united,away,489,J.Murphy,23,F,64.5,23.0
25-26-prem-afc-bournemouth-vs-newcastle-united,away,494,Willock,28,M,48.4,77.6
25-26-prem-afc-bournemouth-vs-newcastle-united,away,480,Lascelles,6,D,19.5,41.8
25-26-prem-afc-bournemouth-vs-newcastle-united,away,500,Osula,18,F,42.6,63.3
25-26-prem-afc-bournemouth-vs-newcastle-united,away,469,Pope,1,G,14.0,54.0
25-26-prem-afc-bournemouth-vs-newcastle-united,away,477,Livramento,,D,57.2,11.7
25-26-prem-afc-bournemouth-vs-newcastle-united,away,684,Thiaw,12,D,35.2,27.9
25-26-prem-afc-bournemouth-vs-newcastle-united,away,476,Burn,33,D,39.9,69.3
25-26-prem-afc-bournemouth-vs-newcastle-united,away,475,Botman,4,D,30.7,52.0
25-26-prem-afc-bournemouth-vs-newcastle-united,away,473,Hall,3,D,51.2,85.9
25-26-prem-afc-bournemouth-vs-newcastle-united,away,497,L.Miley,67,M,44.3,62.0
25-26-prem-afc-bournemouth-vs-newcastle-united,away,491,Tonali,8,M,52.0,36.6
25-26-prem-arsenal-vs-manchester-city,home,25,Nwaneri,22,M,51.5,42.4
25-26-prem-arsenal-vs-manchester-city,home,18,Madueke,20,M,73.9,15.1
25-26-prem-arsenal-vs-manchester-city,home,666,Gyökeres,14,F,66.0,46.1
25-26-prem-arsenal-vs-manchester-city,home,22,M. Merino,23,M,52.7,34.3
25-26-prem-arsenal-vs-manchester-city,home,1,D. Raya,1,G,15.8,53.6
25-26-prem-arsenal-vs-manchester-city,home,266,Eze,10,M,62.4,54.9
25-26-prem-arsenal-vs-manchester-city,home,19,G. Martinelli,11,F,53.2,59.2
25-26-prem-arsenal-vs-manchester-city,home,21,Rice,41,M,53.2,60.2
25-26-prem-arsenal-vs-manchester-city,home,6,Saliba,2,D,38.2,35.7
25-26-prem-arsenal-vs-manchester-city,home,16,Saka,7,F,64.7,22.9
25-26-prem-arsenal-vs-manchester-city,home,662,Mosquera,3,D,27.3,7.8
25-26-prem-arsenal-vs-manchester-city,home,20,Trossard,19,F,64.5,80.3
25-26-prem-arsenal-vs-manchester-city,home,26,M. Zubimendi,36,M,55.7,43.8
25-26-prem-arsenal-vs-manchester-city,home,7,Calafiori,33,D,55.6,76.7
25-26-prem-arsenal-vs-manchester-city,home,8,J.Timber,12,D,55.2,15.3
25-26-prem-arsenal-vs-manchester-city,home,5,G. Magalhaes,,D,39.4,70.1
25-26-prem-arsenal-vs-manchester-city,away,415,Savinho,26,M,63.8,42.8
25-26-prem-arsenal-vs-manchester-city,away,423,N. González,14,M,55.9,67.2
25-26-prem-arsenal-vs-manchester-city,away,414,Foden,47,M,38.6,38.7
25-26-prem-arsenal-vs-manchester-city,away,736,Donnarumma,25,G,9.4,49.7
25-26-prem-arsenal-vs-manchester-city,away,418,Doku,11,M,49.5,79.9
25-26-prem-arsenal-vs-manchester-city,away,407,Matheus N.,27,D,28.8,21.0
25-26-prem-arsenal-vs-manchester-city,away,406,Khusanov,45,D,33.3,12.8
25-26-prem-arsenal-vs-manchester-city,away,430,Haaland,9,F,58.6,54.0
25-26-prem-arsenal-vs-manchester-city,away,405,Aké,6,D,39.6,64.2
25-26-prem-arsenal-vs-manchester-city,away,409,Stones,5,D,62,47.2
25-26-prem-arsenal-vs-manchester-city,away,427,Reijnders,4,M,47.7,68.3
25-26-prem-arsenal-vs-manchester-city,away,408,R. Dias,3,D,34.3,33.0
25-26-prem-arsenal-vs-manchester-city,away,411,O'Reilly,33,D,35.7,87.4
