player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
106,24-25-prem-brentford-vs-leicester-city,70,3,1,5,1.25,0.35,2.05,4,2,0,8,32,12,1,1,0,0,1,1,5,0,2,2,1,8,6,4,4,0,1,0,0,0.0,0.0,0,0,0,0,0,2,80,0,0,50,67,100,50,0,70,1,0,0
88,24-25-prem-brentford-vs-leicester-city,90,0,1,0,0.0,0.15,0.0,0,2,0,1,92,68,1,8,0,0,0,1,2,0,5,3,0,11,5,5,6,1,2,0,0,0.0,0.0,0,0,0,0,0,2,88,0,0,63,75,100,0,0,90,1,0,0
110,24-25-prem-brentford-vs-leicester-city,90,1,0,2,0.78,0.05,0.99,1,1,0,2,41,25,1,4,0,0,0,0,4,1,0,0,0,5,1,4,1,3,0,0,0,0.0,0.0,0,0,0,1,0,0,89,0,0,80,100,50,0,0,90,1,0,0
117,24-25-prem-brentford-vs-leicester-city,64,1,0,2,0.78,0.02,1.12,2,0,0,3,29,10,1,5,0,2,1,2,8,0,0,0,4,3,8,3,0,2,1,0,0,0.0,0.0,0,0,0,0,0,1,71,0,50,27,0,0,100,0,64,4,0,0
89,24-25-prem-brentford-vs-leicester-city,70,0,1,4,0.18,0.39,0.0,0,1,0,5,52,29,1,7,0,1,0,1,1,0,2,1,0,2,1,2,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,78,0,33,67,0,100,0,0,70,1,0,0
101,24-25-prem-brentford-vs-leicester-city,70,0,0,1,0.14,0.02,0.0,0,0,0,2,59,39,0,11,0,1,4,1,5,0,2,0,0,7,0,7,0,1,0,0,0,0.0,0.0,0,0,0,0,0,6,85,0,25,100,0,0,67,0,70,1,0,0
338,24-25-prem-brentford-vs-leicester-city,83,0,0,0,0.0,0.03,0.0,0,1,0,1,63,42,1,9,0,2,0,1,5,0,1,0,0,5,3,2,3,0,2,0,0,0.0,0.0,0,0,0,0,0,1,86,0,100,67,60,100,0,0,83,1,0,0
306,24-25-prem-brentford-vs-leicester-city,64,0,1,0,0.0,0.52,0.0,0,1,0,3,19,10,1,0,0,0,0,0,0,0,1,1,1,5,4,1,4,0,1,0,0,0.0,0.0,0,0,0,1,0,0,77,0,0,20,100,33,0,0,64,4,0,0
98,24-25-prem-brentford-vs-leicester-city,90,0,0,0,0.0,0.19,0.0,0,1,0,3,70,48,1,9,0,1,0,0,6,0,3,1,1,4,6,2,2,1,2,0,0,0.0,0.0,0,0,0,0,0,0,89,0,25,29,67,50,0,0,90,1,0,0
94,24-25-prem-brentford-vs-leicester-city,48,0,0,0,0.0,0.02,0.0,0,1,0,0,50,35,0,4,0,0,0,0,2,1,1,1,0,3,1,3,0,0,1,0,0,0.0,0.0,0,0,0,0,0,2,85,0,0,75,0,100,0,42,90,0,0,0
