player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
79,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,0,0.0,0.03,0.0,0,0,0,1,79,47,0,10,0,0,4,1,5,0,5,4,0,11,2,6,5,2,0,0,0,0.0,0.0,0,0,0,0,0,4,77,0,0,100,71,0,100,0,90,0,0,0
71,24-25-prem-afc-bournemouth-vs-arsenal,27,1,1,1,0.79,0.06,0.8,1,0,0,2,7,4,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0,50,0,0,0,63,90,0,1,0
70,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,1,0.05,0.03,0.0,0,2,0,2,72,46,1,8,0,2,0,0,6,0,3,3,1,5,3,5,0,1,1,0,0,0.0,0.0,0,0,0,0,0,2,90,0,40,71,0,100,0,0,90,0,0,0
64,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,0,0.0,0.04,0.0,0,1,0,0,59,35,2,7,0,1,2,1,5,0,1,1,1,5,4,4,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,83,0,33,57,50,50,67,0,90,0,0,0
152,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,0,0.0,0.0,0.0,0,0,0,0,41,21,0,5,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0.32,0.32,0,21,11,0,1,0,64,0,50,0,0,0,0,0,90,0,0,0
16,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,0,0.0,0.15,0.0,0,3,0,2,68,39,2,6,3,0,1,0,7,1,1,0,0,10,1,9,1,3,0,0,0,0.0,0.0,0,0,0,0,0,3,87,75,0,90,100,100,33,0,90,2,0,0
617,24-25-prem-afc-bournemouth-vs-arsenal,82,0,0,1,0.04,0.04,0.0,0,2,0,6,23,7,1,0,0,0,0,0,2,0,0,0,0,4,4,4,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,64,0,0,57,0,67,0,0,82,0,0,0
77,24-25-prem-afc-bournemouth-vs-arsenal,63,0,0,0,0.0,0.08,0.0,0,2,0,2,48,30,2,8,0,0,0,2,6,0,1,0,1,5,7,5,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,88,0,0,56,0,50,0,0,63,0,0,0
63,24-25-prem-afc-bournemouth-vs-arsenal,27,1,0,1,0.11,0.02,0.46,1,0,0,1,17,8,0,0,1,1,0,0,3,0,4,3,2,1,3,1,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,80,100,50,25,0,0,0,63,90,0,0,0
83,24-25-prem-afc-bournemouth-vs-arsenal,63,0,0,3,0.2,0.03,0.25,1,3,1,3,39,21,1,3,0,0,1,0,1,0,0,0,0,5,3,5,0,0,1,0,0,0.0,0.0,0,0,0,0,0,2,91,0,0,63,0,75,50,0,63,0,0,0
85,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,0,0.0,0.02,0.0,0,0,0,0,60,45,0,10,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,79,0,0,0,100,0,0,0,90,0,0,0
578,24-25-prem-afc-bournemouth-vs-arsenal,90,0,0,0,0.0,0.01,0.0,0,0,0,0,65,35,0,3,1,1,3,0,2,1,6,5,2,6,4,4,2,1,0,0,0,0.0,0.0,0,0,0,0,0,3,88,50,100,57,67,0,100,0,90,2,0,0
