player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
17,24-25-prem-arsenal-vs-wolverhampton-wanderers,80,1,1,5,0.35,0.37,0.5,3,0,1,15,44,18,5,1,2,0,2,0,4,0,1,0,0,4,5,4,0,2,2,0,0,0.0,0.0,0,0,0,0,0,2,90,40,0,44,0,0,100,0,80,0,0,0
4,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,1,1,5,0.45,0.04,0.73,1,1,0,10,44,14,2,2,0,1,1,1,1,0,2,0,2,8,11,5,3,3,2,0,0,0.0,0.0,0,0,0,0,0,1,78,0,100,45,38,33,100,0,90,0,0,0
15,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,0,0.0,0.0,0.0,0,0,0,0,41,23,0,6,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0.19,0.19,0,23,5,0,1,0,72,0,36,0,0,0,0,0,90,0,0,0
20,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,1,0.06,0.06,0.0,0,0,0,0,50,33,4,1,0,0,2,0,3,0,3,0,0,6,4,6,0,3,3,0,0,0.0,0.0,0,0,0,0,0,3,89,0,0,60,0,0,67,0,90,0,0,0
9,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,1,0.08,0.19,0.0,0,2,0,11,36,17,3,0,1,0,1,0,3,0,0,0,2,9,6,7,2,3,1,0,0,0.0,0.0,0,0,0,0,0,2,81,50,0,58,67,50,50,0,90,0,0,0
18,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,0,0.0,0.0,0.0,0,0,0,0,72,54,0,2,0,0,3,1,1,0,3,3,0,7,1,4,3,0,1,0,0,0.0,0.0,0,0,0,0,0,4,87,0,0,80,100,0,75,0,90,0,0,0
16,24-25-prem-arsenal-vs-wolverhampton-wanderers,85,0,0,1,0.09,0.05,0.0,0,0,0,3,41,26,1,4,0,2,0,2,3,0,1,1,0,3,3,2,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,100,0,100,67,33,0,0,0,85,0,0,0
3,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,1,0.12,0.02,0.0,0,0,0,1,76,54,0,2,0,5,0,1,2,1,3,1,0,3,2,1,2,0,2,0,0,0.0,0.0,0,0,0,0,0,1,82,0,56,33,100,0,0,0,90,0,0,0
13,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,1,0.02,0.06,0.33,1,3,0,4,52,28,2,6,0,1,1,0,5,0,0,0,2,5,7,5,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,88,0,100,42,0,60,100,0,90,0,0,0
554,24-25-prem-arsenal-vs-wolverhampton-wanderers,90,0,0,0,0.0,0.0,0.0,0,1,0,0,50,22,0,6,0,9,0,0,6,0,3,0,0,1,0,1,0,0,0,4,2,1.7,-0.3,1,22,9,0,1,0,56,0,35,100,0,100,0,0,90,2,0,0
