gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
27.0,2026-02-22T14:00:00+00:00,56.0,1705.73,1.0,3.0,54.0,1807.68,True,25-26-prem-sunderland-vs-fulham,/matches/sunderland-vs-fulham/2s9d8f#4813642,53.0,47.0,1.85,1.88,12.0,12.0,2.0,4.0,3.0,3.0,2.0,0.0,334.0,287.0,82.0,81.0,6.0,13.0,6.0,4.0,0.93,0.66,0.12,0.43,1.06,1.09,1.02,2.17,5.0,5.0,5.0,3.0,0.0,0.0,8.0,9.0,4.0,3.0,406.0,355.0,197.0,136.0,137.0,151.0,24.0,19.0,45.0,33.0,1.0,3.0,7.0,18.0,18.0,23.0,34.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,22.0,42,45,5.0,9.0,2.0,5.0,25.0,37.0,1.0,1.0,41.0,47.0,27.0,31.0,47.0,53.0,14.0,16.0,47.0,53.0,4.0,3.0,31.0,30.0,4813642.0,True,True,prem
27.0,2026-02-22T14:00:00+00:00,17.0,1784.7,0.0,1.0,14.0,1949.06,True,25-26-prem-nottingham-forest-vs-liverpool,/matches/liverpool-vs-nottingham-forest/2xthvt#4813641,47.0,53.0,1.19,1.73,18.0,10.0,2.0,4.0,1.0,4.0,1.0,3.0,348.0,412.0,83.0,84.0,13.0,9.0,7.0,2.0,0.99,0.92,0.2,0.81,1.19,1.73,0.65,1.86,8.0,2.0,8.0,4.0,0.0,0.0,7.0,8.0,11.0,2.0,421.0,489.0,181.0,217.0,167.0,195.0,24.0,28.0,46.0,57.0,7.0,4.0,23.0,31.0,14.0,18.0,23.0,18.0,1.0,1.0,2.0,0.0,0.0,0.0,18.0,14.0,78,50,10.0,9.0,4.0,8.0,35.0,27.0,3.0,2.0,48.0,44.0,31.0,34.0,48.0,52.0,17.0,10.0,63.0,37.0,6.0,8.0,67.0,57.0,4813641.0,True,True,prem
27.0,2026-02-21T15:00:00+00:00,7.0,1929.21,1.0,1.0,2.0,1780.19,True,25-26-prem-aston-villa-vs-leeds-united,/matches/leeds-united-vs-aston-villa/2w9xjd#4813635,67.0,33.0,1.46,1.35,16.0,14.0,4.0,4.0,1.0,2.0,1.0,2.0,443.0,182.0,85.0,71.0,11.0,16.0,7.0,2.0,0.59,0.95,0.87,0.4,1.46,1.35,1.83,1.1,7.0,6.0,5.0,4.0,1.0,0.0,6.0,9.0,10.0,5.0,520.0,256.0,189.0,108.0,254.0,74.0,16.0,17.0,44.0,39.0,7.0,5.0,25.0,38.0,23.0,16.0,30.0,21.0,4.0,5.0,1.0,4.0,0.0,0.0,14.0,22.0,57,59,8.0,11.0,3.0,5.0,20.0,40.0,3.0,3.0,61.0,53.0,38.0,38.0,50.0,50.0,23.0,15.0,61.0,39.0,8.0,5.0,38.0,50.0,4813635.0,True,True,prem
27.0,2026-02-22T14:00:00+00:00,31.0,1805.77,1.0,0.0,39.0,1669.32,True,25-26-prem-crystal-palace-vs-wolverhampton-wanderers,/matches/wolverhampton-wanderers-vs-crystal-palace/2t3pt4#4813638,61.0,39.0,2.0,1.63,14.0,12.0,3.0,7.0,3.0,2.0,2.0,2.0,340.0,210.0,80.0,76.0,19.0,13.0,7.0,3.0,0.57,0.31,1.43,0.53,2.0,0.84,1.48,2.06,7.0,2.0,4.0,3.0,1.0,0.0,9.0,7.0,5.0,5.0,425.0,277.0,160.0,97.0,180.0,113.0,18.0,12.0,37.0,28.0,5.0,7.0,21.0,47.0,26.0,21.0,23.0,16.0,0.0,1.0,5.0,1.0,0.0,1.0,15.0,17.0,80,53,7.0,13.0,3.0,3.0,31.0,48.0,7.0,2.0,52.0,69.0,28.0,46.0,38.0,62.0,24.0,23.0,51.0,49.0,2.0,10.0,18.0,59.0,4813638.0,True,True,prem
27.0,2026-02-22T16:30:00+00:00,6.0,1819.66,1.0,4.0,3.0,2064.57,True,25-26-prem-tottenham-hotspur-vs-arsenal,/matches/tottenham-hotspur-vs-arsenal/2sx06r#4813643,40.0,60.0,0.76,2.07,6.0,20.0,5.0,7.0,0.0,6.0,0.0,3.0,232.0,378.0,73.0,79.0,17.0,11.0,2.0,5.0,0.76,1.59,0.0,0.48,0.76,2.07,1.66,2.06,0.0,6.0,1.0,7.0,0.0,0.0,3.0,13.0,3.0,7.0,320.0,480.0,152.0,139.0,80.0,239.0,10.0,17.0,20.0,34.0,2.0,3.0,18.0,20.0,30.0,16.0,7.0,45.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,31.0,54,68,15.0,8.0,8.0,1.0,42.0,15.0,2.0,4.0,49.0,71.0,37.0,51.0,42.0,58.0,12.0,20.0,38.0,63.0,2.0,4.0,13.0,25.0,4813643.0,True,True,prem
27.0,2026-02-21T17:30:00+00:00,21.0,1743.59,0.0,0.0,91.0,1835.06,True,25-26-prem-west-ham-united-vs-afc-bournemouth,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4813644,42.0,58.0,3.27,0.65,20.0,10.0,3.0,5.0,3.0,0.0,3.0,0.0,242.0,384.0,72.0,79.0,10.0,11.0,9.0,5.0,2.16,0.53,1.12,0.12,3.27,0.65,1.58,0.3,10.0,1.0,7.0,4.0,0.0,1.0,16.0,4.0,4.0,6.0,334.0,484.0,125.0,216.0,117.0,168.0,15.0,17.0,37.0,30.0,8.0,1.0,36.0,7.0,17.0,19.0,35.0,17.0,2.0,3.0,1.0,1.0,0.0,0.0,21.0,17.0,62,71,8.0,8.0,4.0,7.0,30.0,25.0,5.0,3.0,63.0,44.0,36.0,33.0,52.0,48.0,27.0,11.0,71.0,29.0,5.0,7.0,38.0,37.0,4813644.0,True,True,prem
27.0,2026-02-21T15:00:00+00:00,8.0,1930.44,1.0,1.0,90.0,1685.09,True,25-26-prem-chelsea-vs-burnley,/matches/burnley-vs-chelsea/2ahuos#4813637,66.0,34.0,1.99,0.85,12.0,12.0,2.0,4.0,3.0,1.0,2.0,0.0,533.0,240.0,88.0,79.0,13.0,11.0,9.0,5.0,1.74,0.34,0.25,0.51,1.99,0.85,1.16,1.12,5.0,6.0,5.0,2.0,0.0,0.0,6.0,9.0,6.0,3.0,605.0,302.0,208.0,132.0,325.0,108.0,23.0,17.0,50.0,40.0,2.0,5.0,11.0,45.0,13.0,15.0,25.0,15.0,2.0,4.0,2.0,2.0,1.0,0.0,13.0,9.0,62,67,9.0,15.0,2.0,5.0,13.0,20.0,3.0,1.0,43.0,36.0,32.0,25.0,56.0,44.0,11.0,11.0,50.0,50.0,8.0,4.0,50.0,33.0,4813637.0,True,True,prem
27.0,2026-02-21T20:00:00+00:00,43.0,1973.92,2.0,1.0,4.0,1866.62,True,25-26-prem-manchester-city-vs-newcastle-united,/matches/manchester-city-vs-newcastle-united/2waqez#4813640,55.0,45.0,1.35,0.62,15.0,13.0,7.0,7.0,5.0,0.0,4.0,0.0,392.0,306.0,84.0,81.0,12.0,13.0,5.0,5.0,1.33,0.28,0.02,0.34,1.35,0.62,1.86,1.1,6.0,3.0,2.0,3.0,0.0,0.0,10.0,8.0,5.0,5.0,466.0,376.0,170.0,168.0,222.0,138.0,19.0,27.0,39.0,46.0,6.0,4.0,55.0,31.0,14.0,12.0,31.0,20.0,1.0,5.0,2.0,5.0,0.0,0.0,21.0,18.0,62,56,5.0,8.0,3.0,2.0,23.0,18.0,6.0,5.0,61.0,49.0,48.0,33.0,59.0,41.0,13.0,16.0,45.0,55.0,14.0,3.0,56.0,23.0,4813640.0,True,True,prem
27.0,2026-02-21T15:00:00+00:00,94.0,1853.47,0.0,2.0,36.0,1829.52,True,25-26-prem-brentford-vs-brighton-hove-albion,/matches/brentford-vs-brighton-hove-albion/3crs0s#4813636,52.0,48.0,1.6,1.09,13.0,11.0,3.0,7.0,3.0,2.0,3.0,1.0,343.0,319.0,78.0,77.0,9.0,14.0,6.0,4.0,0.64,1.01,0.96,0.08,1.6,1.09,0.6,1.33,10.0,3.0,0.0,1.0,0.0,1.0,9.0,6.0,4.0,5.0,439.0,416.0,203.0,142.0,140.0,177.0,22.0,18.0,33.0,30.0,6.0,2.0,29.0,15.0,25.0,14.0,24.0,19.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,16.0,75,50,10.0,9.0,1.0,0.0,21.0,26.0,5.0,4.0,46.0,54.0,25.0,28.0,47.0,53.0,21.0,26.0,45.0,55.0,5.0,3.0,45.0,50.0,4813636.0,True,True,prem
27.0,2026-02-23T20:00:00+00:00,11.0,1831.61,0.0,1.0,1.0,1880.65,True,25-26-prem-everton-vs-manchester-united,/matches/everton-vs-manchester-united/2ynv4k#4813639,48.0,52.0,0.63,1.27,12.0,11.0,4.0,3.0,0.0,2.0,0.0,1.0,316.0,388.0,77.0,80.0,12.0,7.0,10.0,1.0,0.27,1.22,0.36,0.05,0.63,1.27,0.87,1.1,2.0,6.0,6.0,2.0,0.0,0.0,5.0,6.0,7.0,5.0,413.0,483.0,115.0,207.0,201.0,181.0,21.0,23.0,38.0,39.0,5.0,1.0,14.0,17.0,22.0,14.0,16.0,16.0,1.0,0.0,2.0,3.0,0.0,0.0,18.0,12.0,44,67,14.0,8.0,2.0,6.0,13.0,38.0,1.0,4.0,61.0,44.0,34.0,28.0,55.0,45.0,27.0,16.0,63.0,37.0,10.0,5.0,53.0,33.0,4813639.0,True,True,prem
