player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
91,24-25-prem-brentford-vs-everton,90,0,0,0,0.0,0.01,0.0,0,0,0,0,61,42,0,4,0,9,1,0,12,0,1,0,0,1,0,1,0,0,0,3,1,2.36,1.36,0,42,9,0,3,1,91,0,69,100,0,0,100,0,91,1,0,0
582,24-25-prem-brentford-vs-everton,90,1,0,1,0.24,0.01,0.75,1,0,0,3,59,25,0,5,0,1,0,1,1,1,9,6,1,8,5,3,5,0,0,0,0,0.0,0.0,0,0,0,0,0,3,81,0,100,60,63,0,0,0,91,1,0,0
110,24-25-prem-brentford-vs-everton,90,1,0,3,1.0,0.02,0.89,3,0,0,2,29,14,0,4,0,1,1,0,2,0,1,1,0,2,2,2,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,82,0,50,67,0,0,100,0,91,1,0,0
89,24-25-prem-brentford-vs-everton,90,0,0,2,0.14,0.34,0.0,0,4,0,3,72,35,2,9,1,1,2,1,5,0,0,0,1,7,2,6,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,65,33,20,75,100,80,100,0,91,1,0,0
450,24-25-prem-brentford-vs-everton,90,0,0,5,0.33,0.06,0.18,1,2,0,2,55,32,3,1,0,1,2,0,7,0,0,0,2,6,6,5,1,1,1,0,0,0.0,0.0,0,0,0,0,0,2,80,0,50,56,33,100,100,0,91,1,0,0
231,24-25-prem-brentford-vs-everton,90,0,1,0,0.0,0.24,0.0,0,0,0,1,46,19,2,4,2,0,1,1,1,1,3,2,1,2,3,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,73,40,0,33,50,0,100,0,91,1,0,0
236,24-25-prem-brentford-vs-everton,90,0,0,1,0.01,0.01,0.0,0,0,0,2,71,50,1,9,0,4,0,0,5,1,9,5,1,3,1,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,86,0,44,0,100,0,0,0,91,1,0,0
94,24-25-prem-brentford-vs-everton,90,0,0,1,0.08,0.03,0.0,0,0,0,2,57,37,0,7,0,0,2,3,5,0,1,1,0,3,1,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,84,0,0,100,0,0,67,0,91,1,0,0
111,24-25-prem-brentford-vs-everton,90,0,0,0,0.0,0.04,0.0,0,0,0,2,67,51,1,6,0,7,1,1,8,0,0,0,1,6,6,6,0,2,1,0,0,0.0,0.0,0,0,0,0,0,4,96,0,88,55,0,0,25,0,91,1,0,0
218,24-25-prem-brentford-vs-everton,90,0,0,3,0.62,0.01,1.43,2,1,2,4,30,11,0,0,0,0,1,0,2,0,1,1,0,9,7,4,5,1,0,0,0,0.0,0.0,0,0,0,0,0,2,65,0,0,80,45,50,50,0,91,1,0,0
222,24-25-prem-brentford-vs-everton,75,0,0,1,0.02,0.03,0.0,0,0,0,0,64,49,0,9,0,3,1,0,6,0,1,0,1,3,1,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,92,0,60,75,0,0,33,0,75,1,0,0
223,24-25-prem-brentford-vs-everton,90,0,0,2,0.05,0.02,0.0,0,0,0,1,73,52,1,6,0,2,1,0,5,0,2,1,1,2,2,1,1,0,2,0,0,0.0,0.0,0,0,0,0,0,1,81,0,50,33,100,0,100,0,91,1,0,0
88,24-25-prem-brentford-vs-everton,90,0,0,2,0.13,0.01,0.0,0,0,0,2,69,53,0,5,0,1,0,2,5,0,4,3,0,6,5,0,6,0,1,0,0,0.0,0.0,0,0,0,0,0,0,88,0,33,0,60,0,0,0,91,1,0,0
106,24-25-prem-brentford-vs-everton,76,0,0,0,0.0,0.1,0.0,0,2,0,5,39,8,3,4,1,1,0,0,0,0,4,2,0,5,7,3,2,0,0,0,0,0.0,0.0,0,0,0,0,0,1,50,50,100,50,33,40,0,0,76,0,0,0
219,24-25-prem-brentford-vs-everton,90,0,0,0,0.0,0.01,0.0,0,0,0,0,51,38,0,3,0,1,0,2,4,0,7,2,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,97,0,100,0,0,0,0,0,91,1,0,0
86,24-25-prem-brentford-vs-everton,81,0,0,1,0.05,0.01,0.0,0,0,0,2,51,28,0,4,0,0,1,0,3,1,4,1,1,4,1,1,3,0,0,0,0,0.0,0.0,0,0,0,0,0,1,85,0,0,50,100,0,100,0,81,1,0,0
104,24-25-prem-brentford-vs-everton,90,0,0,0,0.0,0.0,0.0,0,0,0,0,73,59,0,2,0,2,0,1,1,0,7,5,0,3,2,1,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0,97,0,67,100,50,0,0,0,91,1,0,0
224,24-25-prem-brentford-vs-everton,90,0,0,1,0.1,0.08,0.0,0,1,0,2,47,26,3,4,2,3,0,0,2,0,0,0,0,1,5,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,84,29,100,20,0,33,0,0,91,1,0,0
98,24-25-prem-brentford-vs-everton,90,0,0,1,0.02,0.18,0.0,0,3,0,6,60,24,1,7,2,1,0,0,1,0,1,1,1,3,7,3,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,69,40,20,38,0,50,0,0,91,1,0,0
235,24-25-prem-brentford-vs-everton,90,0,0,0,0.0,0.0,0.0,0,0,0,0,42,26,0,5,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0.89,-0.11,0,26,11,0,0,0,74,0,55,0,0,0,0,0,91,1,0,0
99,24-25-prem-brentford-vs-everton,90,0,0,2,0.31,0.04,0.0,0,0,1,4,44,24,0,3,0,2,0,0,4,0,0,0,0,1,4,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,83,0,100,0,100,0,0,0,91,1,0,0
577,24-25-prem-brentford-vs-everton,75,0,0,0,0.0,0.04,0.0,0,0,0,1,38,19,0,1,0,0,2,0,5,0,1,1,2,4,6,4,0,1,1,0,0,0.0,0.0,0,0,0,0,0,3,86,0,0,40,0,0,67,0,75,1,0,0
674,24-25-prem-brentford-vs-everton,14,0,0,0,0.0,0.01,0.0,0,0,0,2,11,5,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,83,0,0,0,0,0,0,76,91,1,0,0
238,24-25-prem-brentford-vs-everton,15,0,0,0,0.0,0.0,0.0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,33,0,0,0,0,0,0,75,91,0,0,0
226,24-25-prem-brentford-vs-everton,15,0,0,0,0.0,0.0,0.0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,67,0,0,0,0,0,0,75,91,0,0,0
757,24-25-prem-brentford-vs-everton,9,0,0,0,0.0,0.01,0.0,0,0,0,1,9,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0,0,0,0,0,81,91,0,0,0
71,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,1,0,3,0.14,0.34,0.28,1,7,0,9,71,30,6,9,5,1,1,0,1,0,0,0,2,11,12,11,0,2,1,0,0,0.0,0.0,0,0,0,0,0,2,83,50,20,52,0,70,50,0,97,2,0,0
129,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,72,1,0,1,0.79,0.02,0.84,1,1,0,5,34,12,0,2,0,0,0,0,1,0,0,0,0,7,5,4,3,3,2,0,0,0.0,0.0,0,0,0,0,0,0,63,0,0,67,50,100,0,0,72,1,1,0
70,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,1,0,0.0,0.02,0.0,0,2,0,2,79,32,1,5,1,2,0,0,9,0,5,3,0,8,6,5,3,3,0,0,0,0.0,0.0,0,0,0,0,0,0,78,50,50,56,60,40,0,0,97,2,0,0
135,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,1,0.06,0.16,0.08,1,1,0,5,47,12,1,1,1,0,5,1,4,0,7,1,3,9,8,8,1,0,0,0,0,0.0,0.0,0,0,0,0,0,7,60,50,0,62,25,100,71,0,97,1,0,0
146,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,0,0.0,0.0,0.0,0,0,0,0,50,20,0,6,0,7,0,0,8,0,3,0,0,1,0,1,0,1,0,4,1,1.13,0.13,0,20,7,0,1,0,51,0,27,100,0,0,0,0,97,1,0,0
148,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,18,1,0,1,0.37,0.0,0.7,1,1,0,1,8,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,83,0,0,100,0,100,0,72,97,0,0,0
64,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,0,0.0,0.05,0.0,0,1,0,1,62,38,1,2,1,2,2,1,3,0,4,3,1,8,1,4,4,0,0,0,0,0.0,0.0,0,0,0,0,0,3,86,50,67,80,100,100,67,0,97,2,0,0
147,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,0,0.0,0.01,0.0,0,0,0,1,46,28,1,5,0,1,1,3,2,2,4,2,0,2,1,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,78,0,14,100,50,0,100,0,97,1,0,0
131,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,0,0.0,0.16,0.0,0,2,0,2,60,22,1,5,1,3,1,1,3,1,1,1,2,7,6,7,0,4,1,0,0,0.0,0.0,0,0,0,0,0,1,85,50,75,64,0,67,100,0,97,1,0,0
618,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,89,0,1,4,0.39,0.22,0.02,1,2,1,5,44,10,2,2,0,0,1,0,0,1,0,0,1,9,15,6,3,0,3,0,0,0.0,0.0,0,0,0,0,0,4,53,0,0,38,38,40,25,0,90,1,0,0
580,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,0,0.0,0.01,0.0,0,0,0,1,96,62,0,9,0,6,0,4,4,1,10,5,0,6,3,1,5,0,1,0,0,0.0,0.0,0,0,0,0,0,1,84,0,50,33,83,0,0,0,97,2,0,0
144,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,1,0.16,0.0,0.0,0,0,0,1,70,35,0,8,0,1,3,0,4,2,6,6,0,8,4,4,4,1,2,0,0,0.0,0.0,0,0,0,0,0,3,67,0,8,50,100,0,100,0,97,1,0,0
77,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,64,0,0,0,0.0,0.15,0.0,0,2,0,0,42,21,2,4,0,1,1,1,5,0,1,1,5,8,7,6,2,1,1,0,0,0.0,0.0,0,0,0,0,0,3,72,0,33,50,67,100,33,26,97,1,0,0
68,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,85,0,0,2,0.18,0.0,0.0,0,0,0,3,73,40,0,11,0,2,3,3,1,0,5,2,2,8,7,6,2,1,1,0,0,0.0,0.0,0,0,0,0,0,6,73,0,18,67,33,0,50,0,85,2,0,0
60,24-25-prem-brighton-&-hove-albion-vs-afc-bournemouth,90,0,0,0,0.0,0.03,0.0,0,0,0,2,88,60,0,5,0,0,2,1,7,0,0,0,3,8,5,6,2,2,0,0,0,0.0,0.0,0,0,0,0,0,4,82,0,0,67,50,0,50,0,97,2,0,0
