id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
641,a,,,4.0,654,63,0,0,0,0,0.6,246,39,0,0,0.0,547,65,0,0,0.0,473,59,0.0,0.0,0,81800,317,38499,2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,65,0.0,520,46,0.0,486,33,0.0,540,65,,,,19,0.0
616,u,0.0,0.0,4.0,648,189,0,0,0,0,0.0,611,207,0,0,0.0,542,192,0,0,0.0,467,172,0.0,0.0,0,2208,0,3640,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,192,0.0,515,189,0.0,481,177,0.0,535,192,,,,19,0.0
626,u,0.0,0.0,4.5,405,78,0,0,0,0,0.0,677,233,0,0,0.0,626,236,0,0,0.0,575,228,0.0,0.0,0,491,0,766,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,236,0.0,614,236,0.0,597,231,0.0,619,236,,,,19,0.0
706,a,,,4.0,664,204,0,0,0,0,0.0,676,232,0,0,0.0,554,203,0,0,0.0,480,184,0.0,0.0,0,389,389,47,47,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547,203,0.0,528,201,0.0,495,190,0.0,547,203,,,,19,0.0
438,u,0.0,0.0,4.5,373,66,0,0,0,0,0.0,615,211,0,0,0.0,606,233,0,0,0.0,554,224,0.0,0.0,0,33,0,4819,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599,233,0.0,594,233,0.0,576,228,0.0,599,233,,,,19,0.0
515,a,100.0,100.0,4.7,324,210,0,0,-3,3,0.0,592,249,1,0,0.5,491,233,0,12,0.0,629,268,0.0,0.2,0,2237,58,4190,80,-0.5,-0.5,0.16,0.0,0.16,1.79,0.2,0.0,0.2,2.27,11.6,433,202,3.5,416,214,7.0,370,197,2.2,444,212,,,,19,0.0
454,i,0.0,0.0,4.3,562,32,0,0,-2,2,0.1,452,63,0,0,0.0,580,71,0,0,0.0,517,68,0.0,0.0,0,2385,54,24376,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,71,0.0,563,60,0.0,538,51,0.0,573,71,,,,19,0.0
456,a,,,3.9,700,233,0,0,-1,1,0.5,264,98,0,0,0.0,503,173,0,0,0.0,419,145,0.0,0.0,0,52588,1384,43608,2432,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494,171,0.0,469,168,0.0,429,150,0.0,494,171,,,,19,0.0
533,a,100.0,100.0,4.8,313,38,0,0,3,-3,6.5,62,21,56,10,3.1,119,32,5,179,3.6,71,20,0.8,11.7,2,2065452,77815,1645382,31501,3.6,3.1,1.51,1.25,2.76,28.33,0.09,0.07,0.16,1.65,421.4,33,9,266.6,70,13,208.0,85,5,89.8,53,7,,,,19,0.0
534,i,0.0,0.0,4.8,315,204,0,0,-2,2,0.0,593,250,0,0,0.0,676,299,0,0,0.0,646,277,0.0,0.0,0,1485,12,6455,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,298,0.0,669,298,0.0,659,294,0.0,674,298,,,,19,0.0
535,a,,,4.9,261,169,0,0,-1,1,0.1,501,189,34,0,2.0,266,114,0,106,1.0,267,132,0.2,6.9,0,14037,125,14762,276,1.0,0.5,0.55,0.75,1.3,14.79,0.06,0.09,0.15,1.73,126.6,272,119,143.3,154,106,82.0,202,118,34.7,233,118,,1.0,,19,33.333333333333336
538,u,0.0,0.0,4.5,422,255,0,0,0,0,0.0,576,236,0,0,0.0,636,269,0,0,0.0,586,235,0.0,0.0,0,1909,0,8666,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,265,0.0,625,267,0.0,609,261,0.0,629,265,,,,19,0.0
539,a,100.0,100.0,4.5,465,76,0,0,0,0,2.0,137,23,0,0,0.0,666,64,0,0,0.0,621,58,0.0,0.0,0,549571,9897,381024,19768,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661,62,0.0,656,62,0.0,641,62,0.0,661,62,,,,19,0.0
540,a,,,4.5,385,233,0,0,0,0,0.2,363,123,0,0,0.0,612,251,0,0,0.0,561,216,0.0,0.0,0,32807,217,33168,684,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605,247,0.0,600,249,0.0,582,243,0.0,605,247,,,,19,0.0
547,i,0.0,0.0,4.4,525,317,0,0,-1,1,0.0,530,210,0,0,0.0,598,246,0,0,0.0,545,211,0.0,0.0,0,9915,393,9405,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591,242,0.0,585,244,0.0,566,238,0.0,591,242,,,,19,0.0
548,a,,,5.3,144,83,0,0,-2,2,0.2,388,134,43,1,2.7,161,68,2,145,4.4,41,20,0.8,8.1,1,23009,2668,18084,2650,4.4,3.9,0.63,0.45,1.08,9.43,0.13,0.09,0.22,1.89,186.2,211,86,119.0,180,116,86.0,196,115,39.1,217,110,,,,19,0.0
549,u,0.0,0.0,4.5,413,81,0,0,0,0,0.0,667,227,0,0,0.0,630,237,0,0,0.0,579,229,0.0,0.0,0,0,0,1807,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623,237,0.0,619,237,0.0,603,233,0.0,623,237,,,,19,0.0
557,d,25.0,75.0,5.0,195,120,0,0,0,0,0.2,339,109,46,0,2.9,137,56,5,248,0.6,321,163,0.1,9.2,1,105397,35,104640,3485,0.1,0.1,1.3,0.83,2.13,25.77,0.09,0.06,0.15,1.74,345.8,69,21,160.1,137,95,118.0,156,99,62.4,117,69,,,,19,0.0
558,i,0.0,0.0,3.9,703,235,0,0,-1,1,0.4,270,100,3,0,0.6,484,164,0,24,0.0,422,147,0.0,0.8,0,121136,385,140052,2744,0.0,0.0,0.33,0.03,0.36,5.63,0.07,0.01,0.08,1.15,110.2,286,106,27.3,330,107,21.0,311,101,16.0,337,112,,,,19,0.0
