id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
510,a,,,4.0,594,51,0,0,0,0,1.6,159,24,0,0,0.0,430,39,0,0,0.0,413,37,0.0,0.0,0,33941,1233,27440,1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,39,0.0,401,17,0.0,355,12,0.0,426,39,,,,5,0.0
41,u,0.0,0.0,5.4,153,91,0,0,-1,1,0.0,563,238,0,0,0.0,647,296,0,0,0.0,646,296,0.0,0.0,0,342,0,5908,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644,295,0.0,643,295,0.0,637,291,0.0,647,296,,,,5,0.0
18,a,,,6.0,85,6,0,0,0,0,35.0,4,1,20,1,4.0,59,15,0,89,3.5,73,20,0.6,3.3,0,432246,39529,943127,111356,5.0,3.5,0.0,0.03,0.03,6.48,0.0,0.01,0.01,1.3,93.0,89,32,4.1,311,97,2.0,330,103,10.0,209,65,,,,5,0.0
1,u,0.0,0.0,5.4,150,90,0,0,-1,1,0.0,603,265,0,0,0.0,645,295,0,0,0.0,644,295,0.0,0.0,0,439,0,2464,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642,294,0.0,641,294,0.0,635,290,0.0,645,295,,,,5,0.0
2,a,100.0,100.0,6.8,37,16,0,0,-2,2,0.9,202,38,1,0,0.3,413,45,0,5,0.2,392,40,0.0,0.1,0,28697,3610,180517,3001,1.7,0.2,0.0,0.0,0.0,0.97,0.0,0.0,0.0,4.85,10.2,333,27,0.8,357,38,0.0,658,70,1.1,375,37,,,,5,0.0
3,a,,,6.1,74,3,1,-1,1,-1,17.3,17,5,36,7,7.2,5,1,4,119,7.5,8,1,1.2,5.9,1,757054,401077,375268,11372,9.0,7.5,1.0,0.06,1.06,6.48,0.2,0.01,0.21,1.3,170.6,12,1,25.6,196,49,92.0,48,3,28.8,42,4,,,,5,0.0
4,a,,,8.1,12,4,0,0,1,-1,17.1,18,6,26,2,5.2,26,7,5,97,3.5,74,14,0.4,3.2,1,1166306,97523,891224,80523,5.0,3.5,1.63,0.12,1.75,6.48,0.33,0.02,0.35,1.3,136.0,26,4,60.4,90,5,144.0,20,8,34.0,30,6,,,3.0,5,13.333333333333334
5,u,0.0,0.0,4.0,629,65,0,0,0,0,0.0,528,65,0,0,0.0,456,53,0,0,0.0,440,51,0.0,0.0,0,0,0,2781,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,53,0.0,429,31,0.0,384,26,0.0,454,53,,,,5,0.0
6,a,,,5.5,122,13,0,0,0,0,1.4,174,64,15,2,3.0,120,37,0,52,3.5,71,19,0.6,2.7,0,98888,23736,61940,7255,5.0,3.5,0.07,0.05,0.12,5.24,0.02,0.01,0.03,1.32,41.6,217,82,17.2,230,64,21.0,183,45,7.9,244,78,,,,5,0.0
7,a,,,4.9,266,175,0,0,-1,1,0.3,320,107,2,0,2.0,188,82,0,0,0.5,322,162,0.1,0.4,0,13740,761,23061,1226,2.0,0.5,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.74,0.4,397,200,1.8,340,190,0.0,581,261,0.2,404,206,,,,5,0.0
