player_id,gw,team_code
1,1,3
2,1,3
3,1,3
4,1,3
5,1,3
6,1,3
7,1,3
8,1,3
9,1,3
10,1,3
11,1,3
12,1,3
13,1,3
14,1,3
15,1,3
16,1,3
17,1,3
18,1,3
19,1,3
20,1,3
21,1,11
22,1,3
23,1,3
24,1,3
25,1,3
26,1,3
27,1,3
28,1,7
29,1,7
30,1,7
31,1,3
32,1,7
33,1,7
34,1,7
35,1,7
36,1,7
37,1,7
38,1,7
39,1,7
40,1,8
41,1,7
42,1,31
43,1,1
44,1,7
45,1,7
46,1,7
47,1,7
48,1,7
49,1,7
50,1,7
51,1,7
52,1,7
53,1,7
54,1,7
55,1,7
56,1,7
57,1,91
58,1,91
59,1,91
60,1,91
61,1,91
62,1,91
63,1,91
64,1,91
65,1,91
66,1,91
67,1,91
68,1,91
69,1,91
70,1,91
71,1,91
72,1,91
73,1,91
74,1,91
75,1,91
76,1,91
77,1,91
78,1,91
79,1,91
80,1,91
81,1,91
82,1,94
83,1,94
84,1,94
85,1,94
86,1,94
87,1,94
88,1,94
89,1,94
90,1,94
91,1,94
92,1,94
93,1,94
94,1,94
95,1,94
96,1,94
97,1,94
98,1,94
99,1,94
100,1,94
101,1,8
102,1,94
103,1,94
104,1,9
105,1,94
106,1,94
107,1,94
108,1,94
109,1,36
110,1,9
111,1,36
112,1,6
113,1,36
114,1,36
115,1,36
116,1,36
117,1,36
118,1,36
119,1,36
120,1,36
121,1,36
122,1,36
123,1,36
124,1,36
125,1,36
126,1,36
127,1,36
128,1,36
129,1,36
130,1,36
131,1,36
132,1,36
133,1,36
134,1,36
135,1,36
136,1,8
137,1,36
138,1,36
139,1,36
140,1,8
141,1,8
142,1,8
143,1,8
144,1,8
145,1,8
146,1,8
147,1,8
148,1,8
149,1,8
150,1,8
151,1,8
152,1,8
153,1,8
154,1,8
155,1,8
156,1,8
157,1,8
158,1,8
159,1,8
160,1,7
161,1,8
162,1,1
163,1,8
164,1,8
165,1,8
166,1,8
167,1,8
168,1,8
169,1,8
170,1,8
171,1,9
172,1,9
173,1,9
174,1,9
175,1,9
176,1,9
177,1,9
178,1,9
179,1,9
180,1,9
181,1,9
182,1,9
183,1,9
184,1,9
185,1,9
186,1,9
187,1,9
188,1,9
189,1,9
190,1,9
191,1,9
192,1,9
193,1,9
194,1,9
195,1,9
196,1,9
197,1,9
198,1,31
199,1,31
200,1,8
201,1,31
202,1,31
203,1,31
204,1,31
205,1,31
206,1,31
207,1,31
208,1,31
209,1,11
210,1,31
211,1,31
212,1,31
213,1,31
214,1,31
215,1,31
216,1,31
217,1,31
218,1,31
219,1,31
220,1,31
221,1,31
222,1,31
223,1,31
224,1,31
225,1,31
226,1,11
227,1,11
228,1,11
229,1,11
230,1,11
231,1,11
232,1,11
233,1,11
234,1,11
235,1,11
236,1,11
237,1,11
238,1,43
239,1,11
240,1,11
241,1,31
242,1,11
243,1,11
244,1,11
245,1,11
246,1,11
247,1,11
248,1,11
249,1,11
250,1,54
251,1,54
252,1,54
253,1,54
254,1,54
255,1,54
256,1,54
257,1,54
258,1,54
259,1,40
260,1,2
261,1,54
262,1,54
263,1,54
264,1,54
265,1,54
266,1,54
267,1,40
268,1,54
269,1,54
270,1,54
271,1,54
272,1,54
