player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,chances_created,final_third_passes,accurate_crosses,accurate_long_balls,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,offsides,high_claim,tackles,accurate_passes_percent,accurate_crosses_percent,accurate_long_balls_percent,ground_duels_won_percent,aerial_duels_won_percent,successful_dribbles_percent,tackles_won_percent,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed
54,24-25-prem-aston-villa-vs-manchester-city,89,1,1,4,0.33,0.23,0.41,1,5,1,6,56,30,2,4,0,0,1,0,3,0,1,1,1,8,4,8,0,2,0,0,0,0.0,0.0,0,0,0,0,0,1,83,0,0,67,0,71,100,0,91,0,0,0
38,24-25-prem-aston-villa-vs-manchester-city,80,1,0,3,0.94,0.0,1.37,3,0,1,5,29,15,0,1,0,0,1,0,5,0,2,2,0,2,1,2,0,1,1,0,0,0.0,0.0,0,0,0,0,0,1,75,0,0,67,0,0,100,0,80,0,0,0
48,24-25-prem-aston-villa-vs-manchester-city,90,0,1,0,0.0,0.22,0.0,0,0,0,1,28,18,4,2,0,0,1,0,7,0,0,0,2,4,6,4,0,2,3,0,0,0.0,0.0,0,0,0,0,0,2,86,0,0,40,0,0,50,0,94,1,0,0
47,24-25-prem-aston-villa-vs-manchester-city,90,0,0,0,0.0,0.0,0.0,0,0,0,0,51,33,0,2,0,7,0,0,8,0,2,0,0,1,0,0,1,0,0,5,1,1.32,0.32,0,33,7,0,1,0,85,0,54,0,100,0,0,0,94,1,0,0
348,24-25-prem-aston-villa-vs-manchester-city,90,1,0,6,0.44,0.04,1.3,4,0,0,5,63,38,1,6,0,4,0,1,2,0,1,0,0,3,5,3,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,95,0,100,38,0,0,0,0,94,2,0,0
42,24-25-prem-aston-villa-vs-manchester-city,90,0,0,0,0.0,0.03,0.0,0,1,0,0,67,53,0,8,0,2,3,0,2,0,0,0,1,7,5,7,0,0,4,0,0,0.0,0.0,0,0,0,0,0,6,91,0,40,58,0,100,50,0,94,1,0,0
57,24-25-prem-aston-villa-vs-manchester-city,90,0,0,0,0.0,0.32,0.0,0,0,0,0,46,27,1,4,1,2,2,1,1,0,0,0,2,4,2,4,0,1,0,0,0,0.0,0.0,0,0,0,0,0,3,77,50,100,67,0,0,67,0,94,1,0,0
52,24-25-prem-aston-villa-vs-manchester-city,90,0,0,1,0.04,0.0,0.57,1,0,0,1,75,57,0,4,0,5,1,0,2,1,5,3,0,2,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,90,0,63,100,0,0,50,0,94,1,0,0
355,24-25-prem-aston-villa-vs-manchester-city,90,0,0,0,0.0,0.06,0.0,0,1,0,1,82,60,1,5,0,0,1,1,4,0,3,1,0,4,2,4,0,2,2,0,0,0.0,0.0,0,0,0,0,0,1,91,0,0,67,0,100,100,0,94,2,0,0
358,24-25-prem-aston-villa-vs-manchester-city,90,0,0,0,0.0,0.0,0.0,0,0,0,0,36,23,0,1,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,4,2,2.53,0.53,0,23,3,0,0,0,88,0,60,0,0,0,0,0,94,2,0,0
